DX,BODY_SYSTEM,ICD
3599,musculoskeletal,9
3602,ophthalmological,9
36020,ophthalmological,9
36021,ophthalmological,9
36023,ophthalmological,9
36024,ophthalmological,9
36029,ophthalmological,9
3603,ophthalmological,9
36030,ophthalmological,9
36031,ophthalmological,9
36032,ophthalmological,9
36033,ophthalmological,9
36034,ophthalmological,9
3604,ophthalmological,9
36040,ophthalmological,9
36041,ophthalmological,9
36042,ophthalmological,9
36043,ophthalmological,9
36044,ophthalmological,9
361,ophthalmological,9
3610,ophthalmological,9
36100,ophthalmological,9
36101,ophthalmological,9
36102,ophthalmological,9
36103,ophthalmological,9
36104,ophthalmological,9
36105,ophthalmological,9
36106,ophthalmological,9
36107,ophthalmological,9
3611,ophthalmological,9
36110,ophthalmological,9
36111,ophthalmological,9
36112,ophthalmological,9
36113,ophthalmological,9
36114,ophthalmological,9
36119,ophthalmological,9
3612,ophthalmological,9
3613,ophthalmological,9
36130,ophthalmological,9
36131,ophthalmological,9
36132,ophthalmological,9
36133,ophthalmological,9
3618,ophthalmological,9
36181,ophthalmological,9
36189,ophthalmological,9
3619,ophthalmological,9
3620,ophthalmological,9
36201,ophthalmological,9
36202,ophthalmological,9
36203,ophthalmological,9
36204,ophthalmological,9
36205,ophthalmological,9
36206,ophthalmological,9
36207,ophthalmological,9
3621,ophthalmological,9
36210,ophthalmological,9
36211,ophthalmological,9
36212,ophthalmological,9
36213,ophthalmological,9
36214,ophthalmological,9
36215,ophthalmological,9
36216,ophthalmological,9
36217,ophthalmological,9
36218,ophthalmological,9
36226,ophthalmological,9
36227,ophthalmological,9
36230,ophthalmological,9
36231,ophthalmological,9
36232,ophthalmological,9
36233,ophthalmological,9
36234,ophthalmological,9
36235,ophthalmological,9
36236,ophthalmological,9
36237,ophthalmological,9
36240,ophthalmological,9
36241,ophthalmological,9
36242,ophthalmological,9
36243,ophthalmological,9
36250,ophthalmological,9
36251,ophthalmological,9
36252,ophthalmological,9
36253,ophthalmological,9
36254,ophthalmological,9
36255,ophthalmological,9
36256,ophthalmological,9
36257,ophthalmological,9
36260,ophthalmological,9
36261,ophthalmological,9
36262,ophthalmological,9
36263,ophthalmological,9
36264,ophthalmological,9
36265,ophthalmological,9
36266,ophthalmological,9
36270,ophthalmological,9
36271,ophthalmological,9
36272,ophthalmological,9
36273,ophthalmological,9
36274,ophthalmological,9
36275,ophthalmological,9
36276,ophthalmological,9
36277,ophthalmological,9
36285,ophthalmological,9
363,ophthalmological,9
3630,ophthalmological,9
36300,ophthalmological,9
36301,ophthalmological,9
36303,ophthalmological,9
36304,ophthalmological,9
36305,ophthalmological,9
36306,ophthalmological,9
36307,ophthalmological,9
36308,ophthalmological,9
3631,ophthalmological,9
36310,ophthalmological,9
36311,ophthalmological,9
36312,ophthalmological,9
36313,ophthalmological,9
36314,ophthalmological,9
36315,ophthalmological,9
3632,ophthalmological,9
36320,ophthalmological,9
36321,ophthalmological,9
36322,ophthalmological,9
3633,ophthalmological,9
36330,ophthalmological,9
36331,ophthalmological,9
36332,ophthalmological,9
36333,ophthalmological,9
36334,ophthalmological,9
36335,ophthalmological,9
3634,ophthalmological,9
36340,ophthalmological,9
36341,ophthalmological,9
36342,ophthalmological,9
36343,ophthalmological,9
3635,ophthalmological,9
36350,ophthalmological,9
36351,ophthalmological,9
36352,ophthalmological,9
36353,ophthalmological,9
36354,ophthalmological,9
36355,ophthalmological,9
36356,ophthalmological,9
36357,ophthalmological,9
3636,ophthalmological,9
36361,ophthalmological,9
36362,ophthalmological,9
36363,ophthalmological,9
3637,ophthalmological,9
36370,ophthalmological,9
36371,ophthalmological,9
36372,ophthalmological,9
3638,ophthalmological,9
3639,ophthalmological,9
3641,ophthalmological,9
36410,ophthalmological,9
36411,ophthalmological,9
3642,ophthalmological,9
36421,ophthalmological,9
36422,ophthalmological,9
36423,ophthalmological,9
36424,ophthalmological,9
3645,ophthalmological,9
36451,ophthalmological,9
36452,ophthalmological,9
36453,ophthalmological,9
36454,ophthalmological,9
36455,ophthalmological,9
36456,ophthalmological,9
36457,ophthalmological,9
36459,ophthalmological,9
3647,ophthalmological,9
36470,ophthalmological,9
36471,ophthalmological,9
36472,ophthalmological,9
36473,ophthalmological,9
36474,ophthalmological,9
36475,ophthalmological,9
36476,ophthalmological,9
36477,ophthalmological,9
3648,ophthalmological,9
36481,ophthalmological,9
36482,ophthalmological,9
36489,ophthalmological,9
365,ophthalmological,9
3650,ophthalmological,9
36500,ophthalmological,9
36501,ophthalmological,9
36502,ophthalmological,9
36503,ophthalmological,9
36504,ophthalmological,9
36505,ophthalmological,9
36506,ophthalmological,9
3651,ophthalmological,9
36510,ophthalmological,9
36511,ophthalmological,9
36512,ophthalmological,9
36513,ophthalmological,9
36514,ophthalmological,9
36515,ophthalmological,9
3652,ophthalmological,9
36520,ophthalmological,9
36521,ophthalmological,9
36522,ophthalmological,9
36523,ophthalmological,9
36524,ophthalmological,9
3653,ophthalmological,9
36531,ophthalmological,9
36532,ophthalmological,9
3654,ophthalmological,9
36541,ophthalmological,9
36542,ophthalmological,9
36543,ophthalmological,9
36544,ophthalmological,9
3655,ophthalmological,9
36551,ophthalmological,9
36552,ophthalmological,9
36559,ophthalmological,9
3656,ophthalmological,9
36560,ophthalmological,9
36561,ophthalmological,9
36562,ophthalmological,9
36563,ophthalmological,9
36564,ophthalmological,9
36565,ophthalmological,9
3657,ophthalmological,9
36570,ophthalmological,9
36571,ophthalmological,9
36572,ophthalmological,9
36573,ophthalmological,9
36574,ophthalmological,9
3658,ophthalmological,9
36581,ophthalmological,9
36582,ophthalmological,9
36583,ophthalmological,9
36589,ophthalmological,9
3659,ophthalmological,9
3690,ophthalmological,9
36900,ophthalmological,9
36901,ophthalmological,9
36902,ophthalmological,9
36903,ophthalmological,9
36904,ophthalmological,9
36905,ophthalmological,9
36906,ophthalmological,9
36907,ophthalmological,9
36908,ophthalmological,9
3691,ophthalmological,9
36910,ophthalmological,9
36911,ophthalmological,9
36912,ophthalmological,9
36913,ophthalmological,9
36914,ophthalmological,9
36915,ophthalmological,9
36916,ophthalmological,9
36917,ophthalmological,9
36918,ophthalmological,9
3692,ophthalmological,9
36920,ophthalmological,9
36921,ophthalmological,9
36922,ophthalmological,9
36923,ophthalmological,9
36924,ophthalmological,9
36925,ophthalmological,9
3693,ophthalmological,9
3694,ophthalmological,9
36960,ophthalmological,9
36961,ophthalmological,9
36962,ophthalmological,9
36963,ophthalmological,9
36964,ophthalmological,9
36965,ophthalmological,9
36966,ophthalmological,9
36967,ophthalmological,9
36968,ophthalmological,9
36969,ophthalmological,9
36970,ophthalmological,9
36971,ophthalmological,9
36972,ophthalmological,9
36973,ophthalmological,9
36974,ophthalmological,9
36975,ophthalmological,9
36976,ophthalmological,9
377,ophthalmological,9
3770,ophthalmological,9
37700,ophthalmological,9
37701,ophthalmological,9
37702,ophthalmological,9
37703,ophthalmological,9
37704,ophthalmological,9
3771,ophthalmological,9
37710,ophthalmological,9
37711,ophthalmological,9
37712,ophthalmological,9
37713,ophthalmological,9
37714,ophthalmological,9
37715,ophthalmological,9
37716,ophthalmological,9
3772,ophthalmological,9
37721,ophthalmological,9
37722,ophthalmological,9
37723,ophthalmological,9
37724,ophthalmological,9
3773,ophthalmological,9
37730,ophthalmological,9
37731,ophthalmological,9
37732,ophthalmological,9
37733,ophthalmological,9
37734,ophthalmological,9
37739,ophthalmological,9
3774,ophthalmological,9
37741,ophthalmological,9
37742,ophthalmological,9
37743,ophthalmological,9
37749,ophthalmological,9
3775,ophthalmological,9
37751,ophthalmological,9
37752,ophthalmological,9
37753,ophthalmological,9
37754,ophthalmological,9
3776,ophthalmological,9
37761,ophthalmological,9
37762,ophthalmological,9
37763,ophthalmological,9
3777,ophthalmological,9
37771,ophthalmological,9
37772,ophthalmological,9
37773,ophthalmological,9
37775,ophthalmological,9
3779,ophthalmological,9
3780,ophthalmological,9
37800,ophthalmological,9
37801,ophthalmological,9
37802,ophthalmological,9
37803,ophthalmological,9
37804,ophthalmological,9
37805,ophthalmological,9
37806,ophthalmological,9
37807,ophthalmological,9
37808,ophthalmological,9
3781,ophthalmological,9
37810,ophthalmological,9
37811,ophthalmological,9
37812,ophthalmological,9
37813,ophthalmological,9
37814,ophthalmological,9
37815,ophthalmological,9
37816,ophthalmological,9
37817,ophthalmological,9
37818,ophthalmological,9
3782,ophthalmological,9
37820,ophthalmological,9
37821,ophthalmological,9
37822,ophthalmological,9
37823,ophthalmological,9
37824,ophthalmological,9
3783,ophthalmological,9
37830,ophthalmological,9
37831,ophthalmological,9
37832,ophthalmological,9
37833,ophthalmological,9
37834,ophthalmological,9
37835,ophthalmological,9
3784,ophthalmological,9
37840,ophthalmological,9
37841,ophthalmological,9
37842,ophthalmological,9
37843,ophthalmological,9
37844,ophthalmological,9
37845,ophthalmological,9
3785,ophthalmological,9
37850,ophthalmological,9
37851,ophthalmological,9
37852,ophthalmological,9
37853,ophthalmological,9
37854,ophthalmological,9
37855,ophthalmological,9
37856,ophthalmological,9
3786,ophthalmological,9
37860,ophthalmological,9
37861,ophthalmological,9
37862,ophthalmological,9
37863,ophthalmological,9
3787,ophthalmological,9
37871,ophthalmological,9
37872,ophthalmological,9
37873,ophthalmological,9
3788,ophthalmological,9
37881,ophthalmological,9
37882,ophthalmological,9
37883,ophthalmological,9
37884,ophthalmological,9
37885,ophthalmological,9
37886,ophthalmological,9
37887,ophthalmological,9
3790,ophthalmological,9
37900,ophthalmological,9
37901,ophthalmological,9
37902,ophthalmological,9
37903,ophthalmological,9
37904,ophthalmological,9
37905,ophthalmological,9
37906,ophthalmological,9
37907,ophthalmological,9
37909,ophthalmological,9
3791,ophthalmological,9
37911,ophthalmological,9
37912,ophthalmological,9
37913,ophthalmological,9
37914,ophthalmological,9
37915,ophthalmological,9
37916,ophthalmological,9
37919,ophthalmological,9
3792,ophthalmological,9
37921,ophthalmological,9
37922,ophthalmological,9
37923,ophthalmological,9
37924,ophthalmological,9
37925,ophthalmological,9
37926,ophthalmological,9
37927,ophthalmological,9
37929,ophthalmological,9
3793,ophthalmological,9
37931,ophthalmological,9
37932,ophthalmological,9
37933,ophthalmological,9
37934,ophthalmological,9
37939,ophthalmological,9
3794,ophthalmological,9
37940,ophthalmological,9
37941,ophthalmological,9
37942,ophthalmological,9
37943,ophthalmological,9
37945,ophthalmological,9
37946,ophthalmological,9
37949,ophthalmological,9
3795,ophthalmological,9
37950,ophthalmological,9
37951,ophthalmological,9
37952,ophthalmological,9
37953,ophthalmological,9
37954,ophthalmological,9
37955,ophthalmological,9
37956,ophthalmological,9
37957,ophthalmological,9
37958,ophthalmological,9
37959,ophthalmological,9
3796,ophthalmological,9
37960,ophthalmological,9
37961,ophthalmological,9
37962,ophthalmological,9
37963,ophthalmological,9
385,otologic,9
3850,otologic,9
38500,otologic,9
38501,otologic,9
38502,otologic,9
38503,otologic,9
38509,otologic,9
3851,otologic,9
38510,otologic,9
38511,otologic,9
38512,otologic,9
38513,otologic,9
38519,otologic,9
3852,otologic,9
38521,otologic,9
38522,otologic,9
38523,otologic,9
38524,otologic,9
3853,otologic,9
38530,otologic,9
38531,otologic,9
38532,otologic,9
38533,otologic,9
38535,otologic,9
3858,otologic,9
38582,otologic,9
38583,otologic,9
38589,otologic,9
3859,otologic,9
386,otologic,9
3860,otologic,9
38600,otologic,9
38601,otologic,9
38602,otologic,9
38603,otologic,9
38604,otologic,9
3861,otologic,9
38610,otologic,9
38611,otologic,9
38612,otologic,9
38619,otologic,9
3862,otologic,9
3863,otologic,9
38630,otologic,9
38631,otologic,9
38632,otologic,9
38633,otologic,9
38634,otologic,9
38635,otologic,9
3864,otologic,9
38640,otologic,9
38641,otologic,9
38642,otologic,9
38643,otologic,9
38648,otologic,9
3865,otologic,9
38650,otologic,9
38651,otologic,9
38652,otologic,9
38653,otologic,9
38654,otologic,9
38655,otologic,9
38656,otologic,9
38658,otologic,9
3868,otologic,9
3869,otologic,9
387,otologic,9
3870,otologic,9
3871,otologic,9
3872,otologic,9
3878,otologic,9
3879,otologic,9
3880,otologic,9
38800,otologic,9
38801,otologic,9
38802,otologic,9
3881,otologic,9
38810,otologic,9
38811,otologic,9
38812,otologic,9
3883,otologic,9
38830,otologic,9
38831,otologic,9
38832,otologic,9
3885,otologic,9
3891,neurological,9
38910,neurological,9
38911,neurological,9
38912,neurological,9
38913,neurological,9
38914,neurological,9
38915,neurological,9
38916,neurological,9
38917,neurological,9
38918,neurological,9
3892,neurological,9
38920,neurological,9
38921,neurological,9
38922,neurological,9
3897,neurological,9
3898,neurological,9
3899,neurological,9
390,immunological,9
393,cardiac,9
394,cardiac,9
3940,cardiac,9
3941,cardiac,9
3942,cardiac,9
3949,cardiac,9
395,cardiac,9
3950,cardiac,9
3951,cardiac,9
3952,cardiac,9
3959,cardiac,9
396,cardiac,9
3960,cardiac,9
3961,cardiac,9
3962,cardiac,9
3963,cardiac,9
3968,cardiac,9
3969,cardiac,9
397,cardiac,9
3970,cardiac,9
3971,cardiac,9
3979,cardiac,9
398,cardiac,9
3980,cardiac,9
3989,cardiac,9
39890,cardiac,9
39891,cardiac,9
39899,cardiac,9
401,cardiac,9
4010,cardiac,9
4011,cardiac,9
4019,cardiac,9
402,cardiac,9
4020,cardiac,9
40200,cardiac,9
40201,cardiac,9
4021,cardiac,9
40210,cardiac,9
40211,cardiac,9
4029,cardiac,9
40290,cardiac,9
40291,cardiac,9
403,renal,9
4030,renal,9
40300,renal,9
40301,renal,9
4031,renal,9
40310,renal,9
40311,renal,9
4039,renal,9
40390,renal,9
40391,renal,9
404,renal,9
4040,renal,9
40400,renal,9
40401,renal,9
40402,renal,9
40403,renal,9
4041,renal,9
40410,renal,9
40411,renal,9
40412,renal,9
40413,renal,9
4049,renal,9
40490,renal,9
40491,renal,9
40492,renal,9
40493,renal,9
405,cardiac,9
4050,cardiac,9
40501,cardiac,9
40509,cardiac,9
4051,cardiac,9
40511,cardiac,9
40519,cardiac,9
4059,cardiac,9
40591,cardiac,9
40599,cardiac,9
410,cardiac,9
4100,cardiac,9
41000,cardiac,9
41001,cardiac,9
41002,cardiac,9
4101,cardiac,9
41010,cardiac,9
41011,cardiac,9
41012,cardiac,9
4102,cardiac,9
41020,cardiac,9
41021,cardiac,9
41022,cardiac,9
4103,cardiac,9
41030,cardiac,9
41031,cardiac,9
41032,cardiac,9
4104,cardiac,9
41040,cardiac,9
41041,cardiac,9
41042,cardiac,9
4105,cardiac,9
41050,cardiac,9
41051,cardiac,9
41052,cardiac,9
4106,cardiac,9
41060,cardiac,9
41061,cardiac,9
41062,cardiac,9
4107,cardiac,9
41070,cardiac,9
41071,cardiac,9
41072,cardiac,9
4108,cardiac,9
41080,cardiac,9
41081,cardiac,9
41082,cardiac,9
4109,cardiac,9
41090,cardiac,9
41091,cardiac,9
41092,cardiac,9
411,cardiac,9
4110,cardiac,9
4111,cardiac,9
4118,cardiac,9
41181,cardiac,9
41189,cardiac,9
412,cardiac,9
414,cardiac,9
4140,cardiac,9
41400,cardiac,9
41401,cardiac,9
41402,cardiac,9
41403,cardiac,9
41404,cardiac,9
41405,cardiac,9
41406,cardiac,9
41407,cardiac,9
4141,cardiac,9
41410,cardiac,9
41411,cardiac,9
41412,cardiac,9
41419,cardiac,9
4142,cardiac,9
4143,cardiac,9
4148,cardiac,9
4149,cardiac,9
416,cardiac,9
4160,cardiac,9
4161,cardiac,9
4162,cardiac,9
4168,cardiac,9
4169,cardiac,9
417,cardiac,9
4170,cardiac,9
4171,cardiac,9
4178,cardiac,9
4179,cardiac,9
424,cardiac,9
4240,cardiac,9
4241,cardiac,9
4242,cardiac,9
4243,cardiac,9
4249,cardiac,9
42490,cardiac,9
42491,cardiac,9
42499,cardiac,9
425,cardiac,9
4250,cardiac,9
4251,cardiac,9
42511,cardiac,9
42518,cardiac,9
4252,cardiac,9
4253,cardiac,9
4254,cardiac,9
4255,cardiac,9
4257,cardiac,9
4258,cardiac,9
426,cardiac,9
4260,cardiac,9
4261,cardiac,9
42610,cardiac,9
42611,cardiac,9
42612,cardiac,9
42613,cardiac,9
4262,cardiac,9
4263,cardiac,9
4264,cardiac,9
4265,cardiac,9
42650,cardiac,9
42651,cardiac,9
42652,cardiac,9
42653,cardiac,9
42654,cardiac,9
4266,cardiac,9
4267,cardiac,9
4268,cardiac,9
42681,cardiac,9
42682,cardiac,9
42689,cardiac,9
4269,cardiac,9
4270,cardiac,9
4271,cardiac,9
4273,cardiac,9
42731,cardiac,9
42732,cardiac,9
4274,cardiac,9
42741,cardiac,9
42742,cardiac,9
42781,cardiac,9
428,cardiac,9
4280,cardiac,9
4281,cardiac,9
4282,cardiac,9
42820,cardiac,9
42821,cardiac,9
42822,cardiac,9
42823,cardiac,9
4283,cardiac,9
42830,cardiac,9
42831,cardiac,9
42832,cardiac,9
42833,cardiac,9
4284,cardiac,9
42840,cardiac,9
42841,cardiac,9
42842,cardiac,9
42843,cardiac,9
4291,cardiac,9
4293,cardiac,9
433,neurological,9
4330,neurological,9
43300,neurological,9
43301,neurological,9
4331,neurological,9
43310,neurological,9
43311,neurological,9
4332,neurological,9
43320,neurological,9
43321,neurological,9
4333,neurological,9
43330,neurological,9
43331,neurological,9
4338,neurological,9
43380,neurological,9
43381,neurological,9
4339,neurological,9
43390,neurological,9
43391,neurological,9
4372,neurological,9
4373,neurological,9
4374,neurological,9
4375,neurological,9
4376,neurological,9
4377,neurological,9
438,neurological,9
4380,neurological,9
4381,neurological,9
43810,neurological,9
43811,neurological,9
43812,neurological,9
43813,neurological,9
43814,neurological,9
43819,neurological,9
4382,neurological,9
43820,neurological,9
43821,neurological,9
43822,neurological,9
4383,neurological,9
43830,neurological,9
43831,neurological,9
43832,neurological,9
4384,neurological,9
43840,neurological,9
43841,neurological,9
43842,neurological,9
4385,neurological,9
43850,neurological,9
43851,neurological,9
43852,neurological,9
43853,neurological,9
4386,neurological,9
4387,neurological,9
4388,neurological,9
43881,neurological,9
43882,neurological,9
43883,neurological,9
43884,neurological,9
43885,neurological,9
43889,neurological,9
4389,neurological,9
441,cardiac,9
4410,cardiac,9
44100,cardiac,9
44101,cardiac,9
44102,cardiac,9
44103,cardiac,9
4411,cardiac,9
4412,cardiac,9
4413,cardiac,9
4414,cardiac,9
4415,cardiac,9
4416,cardiac,9
4417,cardiac,9
4419,cardiac,9
442,cardiac,9
4420,cardiac,9
4421,cardiac,9
4422,cardiac,9
4423,cardiac,9
4428,cardiac,9
44281,cardiac,9
44282,cardiac,9
44283,cardiac,9
44284,cardiac,9
44289,cardiac,9
4429,cardiac,9
443,cardiac,9
4430,cardiac,9
4431,cardiac,9
4432,cardiac,9
44321,cardiac,9
44322,cardiac,9
44323,cardiac,9
44324,cardiac,9
44329,cardiac,9
4438,cardiac,9
44381,cardiac,9
44382,cardiac,9
44389,cardiac,9
4439,cardiac,9
446,immunological,9
4460,immunological,9
4461,immunological,9
4462,immunological,9
44620,immunological,9
44621,immunological,9
44629,immunological,9
4463,immunological,9
4464,immunological,9
4465,immunological,9
4466,immunological,9
4467,immunological,9
447,cardiac,9
4470,cardiac,9
4471,cardiac,9
4472,cardiac,9
4473,cardiac,9
4474,cardiac,9
4475,cardiac,9
4476,cardiac,9
4477,cardiac,9
44770,cardiac,9
44771,cardiac,9
44772,cardiac,9
44773,cardiac,9
4478,cardiac,9
4479,cardiac,9
452,cardiac,9
4530,cardiac,9
45350,cardiac,9
45351,cardiac,9
45352,cardiac,9
45371,cardiac,9
45372,cardiac,9
45373,cardiac,9
45374,cardiac,9
45375,cardiac,9
45376,cardiac,9
45377,cardiac,9
45379,cardiac,9
4570,cardiac,9
4571,cardiac,9
4572,cardiac,9
493,pulmonary_respiratory,9
4930,pulmonary_respiratory,9
49300,pulmonary_respiratory,9
49301,pulmonary_respiratory,9
49302,pulmonary_respiratory,9
4931,pulmonary_respiratory,9
49310,pulmonary_respiratory,9
49311,pulmonary_respiratory,9
49312,pulmonary_respiratory,9
4932,pulmonary_respiratory,9
49320,pulmonary_respiratory,9
49321,pulmonary_respiratory,9
49322,pulmonary_respiratory,9
4938,pulmonary_respiratory,9
49381,pulmonary_respiratory,9
49382,pulmonary_respiratory,9
4939,pulmonary_respiratory,9
49390,pulmonary_respiratory,9
49391,pulmonary_respiratory,9
49392,pulmonary_respiratory,9
4940,pulmonary_respiratory,9
4941,pulmonary_respiratory,9
495,pulmonary_respiratory,9
4950,pulmonary_respiratory,9
4951,pulmonary_respiratory,9
4952,pulmonary_respiratory,9
4953,pulmonary_respiratory,9
4954,pulmonary_respiratory,9
4955,pulmonary_respiratory,9
4956,pulmonary_respiratory,9
4957,pulmonary_respiratory,9
4958,pulmonary_respiratory,9
4959,pulmonary_respiratory,9
496,pulmonary_respiratory,9
515,pulmonary_respiratory,9
516,pulmonary_respiratory,9
5160,pulmonary_respiratory,9
5161,pulmonary_respiratory,9
5162,pulmonary_respiratory,9
5163,pulmonary_respiratory,9
51630,pulmonary_respiratory,9
51631,pulmonary_respiratory,9
51632,pulmonary_respiratory,9
51633,pulmonary_respiratory,9
51634,pulmonary_respiratory,9
51635,pulmonary_respiratory,9
51636,pulmonary_respiratory,9
51637,pulmonary_respiratory,9
5164,pulmonary_respiratory,9
5165,pulmonary_respiratory,9
5166,pulmonary_respiratory,9
51661,pulmonary_respiratory,9
51662,pulmonary_respiratory,9
51663,pulmonary_respiratory,9
51664,pulmonary_respiratory,9
51669,pulmonary_respiratory,9
5168,pulmonary_respiratory,9
5169,pulmonary_respiratory,9
5190,pulmonary_respiratory,9
51900,pulmonary_respiratory,9
51901,pulmonary_respiratory,9
51902,pulmonary_respiratory,9
51909,pulmonary_respiratory,9
5193,pulmonary_respiratory,9
5194,pulmonary_respiratory,9
526,musculoskeletal,9
5260,musculoskeletal,9
5261,musculoskeletal,9
5262,musculoskeletal,9
5263,musculoskeletal,9
5264,musculoskeletal,9
5265,musculoskeletal,9
5266,musculoskeletal,9
52661,musculoskeletal,9
52662,musculoskeletal,9
52663,musculoskeletal,9
52669,musculoskeletal,9
5268,musculoskeletal,9
52681,musculoskeletal,9
52689,musculoskeletal,9
5269,musculoskeletal,9
5270,gastrointestinal,9
5271,gastrointestinal,9
5277,gastrointestinal,9
5300,gastrointestinal,9
53013,gastrointestinal,9
5303,gastrointestinal,9
5305,gastrointestinal,9
5306,gastrointestinal,9
53083,gastrointestinal,9
53084,gastrointestinal,9
53085,gastrointestinal,9
531,gastrointestinal,9
5310,gastrointestinal,9
53100,gastrointestinal,9
53101,gastrointestinal,9
5311,gastrointestinal,9
53110,gastrointestinal,9
53111,gastrointestinal,9
5312,gastrointestinal,9
53120,gastrointestinal,9
53121,gastrointestinal,9
5313,gastrointestinal,9
53130,gastrointestinal,9
53131,gastrointestinal,9
5314,gastrointestinal,9
53140,gastrointestinal,9
53141,gastrointestinal,9
5315,gastrointestinal,9
53150,gastrointestinal,9
53151,gastrointestinal,9
5316,gastrointestinal,9
53160,gastrointestinal,9
53161,gastrointestinal,9
5317,gastrointestinal,9
53170,gastrointestinal,9
53171,gastrointestinal,9
5319,gastrointestinal,9
53190,gastrointestinal,9
53191,gastrointestinal,9
532,gastrointestinal,9
5320,gastrointestinal,9
53200,gastrointestinal,9
53201,gastrointestinal,9
5321,gastrointestinal,9
53210,gastrointestinal,9
53211,gastrointestinal,9
5322,gastrointestinal,9
53220,gastrointestinal,9
53221,gastrointestinal,9
5323,gastrointestinal,9
53230,gastrointestinal,9
53231,gastrointestinal,9
5324,gastrointestinal,9
53240,gastrointestinal,9
53241,gastrointestinal,9
5325,gastrointestinal,9
53250,gastrointestinal,9
53251,gastrointestinal,9
5326,gastrointestinal,9
53260,gastrointestinal,9
53261,gastrointestinal,9
5327,gastrointestinal,9
53270,gastrointestinal,9
53271,gastrointestinal,9
5329,gastrointestinal,9
53290,gastrointestinal,9
53291,gastrointestinal,9
533,gastrointestinal,9
5330,gastrointestinal,9
53300,gastrointestinal,9
53301,gastrointestinal,9
5331,gastrointestinal,9
53310,gastrointestinal,9
53311,gastrointestinal,9
5332,gastrointestinal,9
53320,gastrointestinal,9
53321,gastrointestinal,9
5333,gastrointestinal,9
53330,gastrointestinal,9
53331,gastrointestinal,9
5334,gastrointestinal,9
53340,gastrointestinal,9
53341,gastrointestinal,9
5335,gastrointestinal,9
53350,gastrointestinal,9
53351,gastrointestinal,9
5336,gastrointestinal,9
53360,gastrointestinal,9
53361,gastrointestinal,9
5337,gastrointestinal,9
53370,gastrointestinal,9
53371,gastrointestinal,9
5339,gastrointestinal,9
53390,gastrointestinal,9
53391,gastrointestinal,9
534,gastrointestinal,9
5340,gastrointestinal,9
53400,gastrointestinal,9
53401,gastrointestinal,9
5341,gastrointestinal,9
53410,gastrointestinal,9
53411,gastrointestinal,9
5342,gastrointestinal,9
53420,gastrointestinal,9
53421,gastrointestinal,9
5343,gastrointestinal,9
53430,gastrointestinal,9
53431,gastrointestinal,9
5344,gastrointestinal,9
53440,gastrointestinal,9
53441,gastrointestinal,9
5345,gastrointestinal,9
53450,gastrointestinal,9
53451,gastrointestinal,9
5346,gastrointestinal,9
53460,gastrointestinal,9
53461,gastrointestinal,9
5347,gastrointestinal,9
53470,gastrointestinal,9
53471,gastrointestinal,9
5349,gastrointestinal,9
53490,gastrointestinal,9
53491,gastrointestinal,9
5362,gastrointestinal,9
5363,gastrointestinal,9
555,gastrointestinal,9
5550,gastrointestinal,9
5551,gastrointestinal,9
5552,gastrointestinal,9
5559,gastrointestinal,9
556,gastrointestinal,9
5560,gastrointestinal,9
5561,gastrointestinal,9
5562,gastrointestinal,9
5563,gastrointestinal,9
5564,gastrointestinal,9
5565,gastrointestinal,9
5566,gastrointestinal,9
5568,gastrointestinal,9
5569,gastrointestinal,9
5651,gastrointestinal,9
5690,gastrointestinal,9
5691,gastrointestinal,9
5692,gastrointestinal,9
56944,gastrointestinal,9
56981,gastrointestinal,9
5714,gastrointestinal,9
57140,gastrointestinal,9
57141,gastrointestinal,9
57142,gastrointestinal,9
57149,gastrointestinal,9
5715,gastrointestinal,9
5716,gastrointestinal,9
5718,gastrointestinal,9
5719,gastrointestinal,9
5723,gastrointestinal,9
5724,gastrointestinal,9
5730,gastrointestinal,9
5732,gastrointestinal,9
5734,gastrointestinal,9
5738,gastrointestinal,9
5739,gastrointestinal,9
57511,gastrointestinal,9
5755,gastrointestinal,9
5756,gastrointestinal,9
5758,gastrointestinal,9
5760,gastrointestinal,9
5761,gastrointestinal,9
5764,gastrointestinal,9
5765,gastrointestinal,9
5768,gastrointestinal,9
5771,gastrointestinal,9
5772,gastrointestinal,9
5778,gastrointestinal,9
5790,gastrointestinal,9
5791,gastrointestinal,9
5792,gastrointestinal,9
5794,gastrointestinal,9
581,renal,9
5810,renal,9
5811,renal,9
5812,renal,9
5813,renal,9
5818,renal,9
58181,renal,9
58189,renal,9
5819,renal,9
582,renal,9
5820,renal,9
5821,renal,9
5822,renal,9
5824,renal,9
5828,renal,9
58281,renal,9
58289,renal,9
5829,renal,9
583,renal,9
5830,renal,9
5831,renal,9
5832,renal,9
5834,renal,9
5836,renal,9
5837,renal,9
5838,renal,9
58381,renal,9
58389,renal,9
5839,renal,9
585,renal,9
5851,renal,9
5852,renal,9
5853,renal,9
5854,renal,9
5855,renal,9
5856,renal,9
5859,renal,9
586,renal,9
5880,musculoskeletal,9
5881,renal,9
591,genitourinary,9
59371,renal,9
59372,renal,9
59373,renal,9
59382,renal,9
5960,renal,9
5961,renal,9
5962,renal,9
5964,renal,9
59652,renal,9
59653,renal,9
59654,renal,9
59655,renal,9
598,renal,9
5980,renal,9
59800,renal,9
59801,renal,9
5981,renal,9
5982,renal,9
5988,renal,9
5989,renal,9
5991,renal,9
5992,renal,9
5993,renal,9
5994,renal,9
