CLASS,NAME,NDCLIST
"Antibiot, Penicillins",Ampicillin & Comb.,00002720474 00002720574 00003012250 00003012251 00003012260 00003013450 00003013451 00003013460 00003096909 00003096915 00003096933 00003096952 00003096961 00003097220 00003097241 00003097247 00003097252 00003097261 00003161610 00003291610 00003291710 00003291810 00003291820 00003291910 00003291920 00003292010 00003292020 00003292120 00005358623 00005358631 00005358723 00005358731 00005358846 00005358860 00005358946 00005358960 00007010117 00007010120 00007010125 00007010217 00007010220 00007010225 00007010357 00007010372 00007010376 00007010457 00007010472 00007010476 00007010601 00007010970 00008005303 00008005305 00008005401 00008005402 00008005403 00008005404 00008005501 00008005502 00008005503 00008005504 00008005507 00008007701 00008030903 00008030905 00008030906 00008031501 00008031502 00008031503 00008031504 00008031505 00008031506 00008031507 00008031508 00008031509 00008031510 00008031523 00008031524 00008031525 00008031526 00008031527 00008031528 00008031529 00008031534 00008031536 00008031538 00008031540 00008031542 00008031543 00008041501 00015710028 00015710098 00015740118 00015740120 00015740128 00015740192 00015740199 00015740218 00015740220 00015740299 00015740318 00015740320 00015740330 00015740331 00015740394 00015740399 00015740418 00015740420 00015740428 00015740429 00015740436 00015740489 00015740494 00015740499 00015740518 00015740520 00015740528 00015740529 00015740589 00015740595 00015740599 00015760727 00015788420 00015788421 00015788440 00015788477 00015788479 00015798835 00015798840 00015798850 00015798851 00015798862 00015798863 00015798864 00015798867 00015798877 00015798879 00015799258 00015799260 00015799265 00015799266 00015799268 00015799280 00015799285 00015799290 00015799358 00015799360 00015799366 00015799368 00015799380 00015799385 00015799835 00015799840 00015799850 00015799851 00015799862 00015799863 00015799864 00015799877 00015799879 00022078310 00022078316 00022080910 00022080914 00022082060 00022082065 00022090160 00022090165 00029659524 00029660024 00029660521 00029660524 00029661007 00029661021 00029661025 00029661207 00029661221 00029661222 00029661321 00029661530 00029661532 00029662029 00029662032 00029662522 00029662523 00029662524 00029663021 00029663022 00029663023 00029663024 00047040224 00047040230 00047040240 00047040424 00047040430 00047040440 00047230117 00047230120 00047230217 00047230220 00049001381 00049001383 00049001481 00049001483 00049002283 00049002383 00049002420 00049002428 00049003183 00049003283 00063101108 00063101233 00063101333 00063104806 00063104906 00069002601 00069002605 00069002710 00069002712 00069002918 00069002920 00069004631 00069004637 00069006525 00069006530 00069007128 00069007135 00071230104 00071230204 00071230312 00084040001 00084040005 00084040010 00084041001 00084041005 00093311101 00093311105 00093311110 00093311301 00093311305 00093514501 00093514505 00093514601 00093514605 00102101003 00102101101 00102101105 00102101210 00102101310 00102101320 00102101410 00102101510 00102101520 00143306201 00143306301 00144121002 00144121201 00144121202 00144422020 00144423020 00150201740 00150201760 00150207340 00150207360 00150401004 00150401008 00150401404 00150401408 00157041301 00157041305 00157041401 00157041405 00182016301 00182016305 00182016310 00182016389 00182027470 00182027473 00182027570 00182027573 00182064101 00182064105 00182064189 00182067468 00187012501 00187012701 00209005022 00209010022 00209015022 00209020042 00209025022 00209030042 00209035022 00209040042 00209045052 00217282501 00223019001 00223019002 00223019101 00228211210 00228211250 00228211410 00252600401 00252600451 00252600600 00252600700 00302027001 00302027005 00302027201 00302027205 00302027533 00302027733 00302027739 00304002001 00304002005 00304002101 00304002105 00304058463 00304058465 00304058563 00304058565 00304059161 00332311106 00332311109 00332311113 00332311306 00332311309 00332311313 00332412932 00332412936 00332413132 00332413136 00332414028 00349100300 00349100301 00349100305 00349100600 00349100601 00349100605 00349100901 00349100902 00349101201 00349101202 00359010730 00359011410 00359011450 00359011510 00359011550 00359011898 00359011899 00359011998 00359011999 00364200101 00364200102 00364200105 00364200201 00364200205 00364200361 00364200363 00364200461 00364200463 00364719658 00367211210 00367211250 00367211410 00378011501 00378011505 00378011605 00378011702 00378011704 00378011802 00378011804 00378211505 00378211601 00378211605 00385302501 00385302601 00403024220 00403024228 00403024230 00403024240 00403024260 00403024418 00403024428 00403024430 00403025618 00403428918 00405227560 00405227570 00405230060 00405230070 00405408901 00405408902 00405409001 00405409002 00409268715 00409268901 00409268911 00409298703 00409298713 00409298801 00409299803 00409371801 00409371810 00409371901 00409371910 00409372001 00409372010 00409372501 00409372511 00409372601 00409372610 00427013601 00427013832 00463501101 00463501301 00463501302 00463501401 00463501402 00463501801 00527056501 00527056505 00527058301 00527058305 00527083559 00527083589 00527083659 00527083689 00536001001 00536001005 00536001010 00536001601 00536001605 00536002074 00536002081 00536002082 00536002084 00536003074 00536003081 00536003082 00536003084 00536130001 00537201101 00537201105 00537201201 00537201205 00537231503 00537231604 00537231806 00537231903 00537232004 00537232206 00537604964 00556004901 00556004905 00580002001 00580002005 00580002101 00580002105 00580002230 00580002233 00580002330 00580002333 00580028227 00603229021 00603229028 00603229121 00603229128 00603652064 00603652068 00603652164 00603652168 00615012001 00615012005 00615012101 00615012207 00615012209 00615012307 00615012309 00641224943 00641225143 00641225243 00641225343 00641225443 00641225543 00641225643 00641225743 00641225943 00641611610 00641611710 00641611801 00641611901 00641611910 00641612001 00641612010 00641612101 00641612310 00659613401 00677001001 00677001005 00677001101 00677001105 00677001227 00677001229 00677001327 00677001329 00682911201 00682911301 00682911401 00682911601 00686060220 00686060320 00686311109 00686331309 00686370276 00686370476 00686370870 00686371280 00686414020 00703810803 00703811803 00703812803 00703812903 00703813803 00703813903 00703814803 00703814903 00703815803 00719108010 00719108012 00719108013 00719108110 00719108112 00719733076 00719733079 00719733176 00719733179 00719733574 00779003217 00779003225 00779003227 00779003417 00779003425 00779003427 00779004556 00779005672 00779005686 00779005772 00779005786 00781214401 00781214405 00781214501 00781214505 00781255501 00781255505 00781299901 00781299905 00781303270 00781303295 00781303370 00781303395 00781303446 00781340095 00781340278 00781340295 00781340485 00781340495 00781340795 00781340880 00781340895 00781340946 00781340995 00781341215 00781341292 00781341315 00781341392 00781370076 00781370276 00781370476 00781370646 00781370870 00781371046 00781371280 00781371446 00781371646 00781924295 00781925095 00781926195 00781927380 00781927395 00781940178 00781940195 00781940278 00781940295 00781940485 00781940495 00781940778 00781940795 00781940880 00781940892 00781940895 00781940946 00781940995 00781940996 00781941215 00781941292 00781941315 00781941392 00814072014 00814072028 00814072214 00814072228 00814072554 00814072560 00814072854 00814072860 00814631550 00835300070 00835300170 00839508706 00839508712 00839508716 00839513006 00839513012 00839513016 00839514473 00839514478 00839644573 00839644578 00879014801 00879014901 00904164903 00904201740 00904201760 00904201761 00904207340 00904207360 00904207361 00904401004 00904401008 00904401404 00904401408 00948530305 00948530401 00995031144 00995031149 00995031191 00995031244 00995031249 00995031291 00995300066 00995310066 10019063001 10019063002 10019063003 10019063033 10019063101 10019063131 10019063203 10019063215 10019063302 10019063333 10019063401 10019063431 10019063503 10019063515 10019063601 10019063631 10019063702 10019063733 10019063803 10019063815 10139007011 10139007012 10139007110 10139007118 10544012228 11845014601 11845014603 11845014604 11845014701 11845014703 11845014704 11917003732 11917003734 11917003932 11917003934 11917004011 11917004015 11917004211 12071000701 12071001701 12071001705 12071001710 12071007375 12071007395 12071007475 12071007495 12280008900 12535005813 12736007899 17022028202 17022028204 17022030302 17022030304 17022096203 17022097007 17236007860 17236050001 17236050005 17236050010 17236050201 17236050205 17236050210 17236050401 17236050402 17236050501 17236050502 23490507901 23490508101 25021013410 25021013510 25021013610 25021013720 25021013899 25021014220 25021014330 25021014499 25021018620 25021018730 25021018899 25332201703 25332413105 33358003220 33358003228 33358003230 33358003240 33358003320 33358003330 33358003340 35470026802 35470201701 35470201705 35470207301 35470207305 35470310709 35470412902 35470412906 35470413102 35470413104 35470413106 36000007010 36000007110 36000007210 36000007310 39822040001 39822040002 39822040005 41764011321 41764011328 41764011340 41764011350 41764011421 41764011428 41764011430 41764011440 41764011450 41764014510 41764014520 41764014610 41764014620 43797027724 43797027824 43797027903 43797028003 44567010010 44567010110 44567010210 44567010310 44567010410 44567021010 44567021110 44567021201 45565000102 45565000201 45565000202 47202121501 47202128701 47202133001 47202135302 47202135602 47202200501 47202200502 47202200601 47202223302 48253014110 48253014120 48253014210 48253014220 48253014411 48253014505 48652042901 48652042902 48652042903 48652042904 48652042905 48652042906 48652042907 49727036702 49727036704 49727036802 49727036804 49884057401 49884057405 49884057501 49884057505 49884057647 49884057670 49884057747 49884057770 49884062701 49884062705 49884062801 49884062805 49884062947 49884062970 49884063047 49884063070 49999000128 49999000140 49999011720 51079060220 51079060320 51432002203 51432002205 51432002403 51432002405 51432068914 51432068916 51432069014 51432069016 51432069717 51655010429 51655010451 51655025828 51655025829 51655025851 51728035801 51728035805 51728035901 51728035905 51728036051 51728036151 51728036153 51728069160 52406051901 52406051905 52406051910 52406052001 52406052005 52959013003 52959038920 52959038928 52959038930 52959038940 52959142503 53489017201 53489017205 53489017301 53489017427 53489017429 53489017527 53489017529 53506000220 53506000228 53506000240 53506079720 53506079728 53506079740 53978501806 53978501906 54274042610 54274042630 54274042710 54274042730 54274048732 54274048736 54274048832 54274048836 54274048920 54538011001 54538011005 54538021001 54538021005 54569015200 54569015300 54569152900 54569153000 54569171900 54569171901 54569171902 54569171903 54569171904 54569171905 54569171906 54569178901 54569232500 54569241100 54569241101 54569241102 54569241103 54569241104 54569241105 54569290600 54569290700 54569293600 54569293700 54569293800 54569293900 54569327600 54569500200 54868311100 54868311101 54868311103 54868311105 54868311300 54868311301 54868311302 54868311303 54868311305 54868311307 54868311308 54868311309 54868348100 54868404700 54868412901 54868412902 54868413101 54977001228 54977001240 54977001328 54977001340 55045120403 55045120409 55081003501 55081003502 55081003601 55081003602 55084001020 55084001028 55084001030 55084001032 55084001040 55084001060 55084001120 55084001128 55084001140 55084001202 55084001203 55084001402 55084001403 55084007106 55150011110 55150011210 55150011310 55150011420 55150011599 55150011620 55150011720 55150011899 55175096002 55175096003 55175096004 55175096008 55175096700 55175096702 55175096703 55175096708 55289002301 55289002310 55289002320 55289002328 55289002330 55289002340 55289002404 55289002407 55289002410 55289002420 55289002428 55289002430 55289002440 55289002497 55370088007 55370088008 55370088107 55370088108 55370088213 55370088240 55370088313 55370088340 55829061010 55829061110 55887046321 55887046328 55887046330 55887046340 55887046360 55887069101 58016014800 58016014808 58016014809 58016014810 58016014812 58016014814 58016014815 58016014820 58016014824 58016014828 58016014830 58016014840 58016014850 58016014900 58016014907 58016014910 58016014920 58016014921 58016014924 58016014925 58016014928 58016014930 58016014940 58016103101 58016103201 58016103301 58016103401 58016106201 58469000103 58469000163 58469001030 58469001630 58864003328 58864003340 59911590001 59911590102 59911590202 60346008206 60346008210 60346008220 60346008228 60346008230 60346008240 60346022134 60346022171 60346024434 60346024471 60346059307 60346059310 60346059312 60346059315 60346059320 60346059328 60346059330 60346059340 60429002301 60429002305 60429002340 60429002401 60429002405 60429002440 61423080009 61423080040 61423080075 61423080509 61423080515 61423080575 61423081010 61423081015 61423081020 61423081510 61423081515 61423081520 63323036820 63323036920 63323037062 63323038710 63323038810 63323038910 63323039923 63323040400 63323070408 63323070508 63323070720 63323070800 63629260901 63629260902 63629260903 63629261001 63629261002 63629261003 63629426601 63874011301 63874011303 63874011308 63874011309 63874011310 63874011312 63874011314 63874011315 63874011320 63874011321 63874011324 63874011328 63874011330 63874011340 63874011350 63874011401 63874011407 63874011410 63874011420 63874011421 63874011424 63874011425 63874011428 63874011430 63874011440 63874011450 63874014510 63874014520 63874014610 63874014615 63874014620 65219001401 65219001410 66116024928 66267002428 66267002430 66267002440 66267002528 66267002530 66267002540 66336008240 66336059330 66336059340 66794020602 66794020641 66794020702 66794020741 66794020815 66860001102 66860001202 66860001302 66860001502 67253018010 67253018050 67253018110 67253018150 67253018210 67253018220 67253018310 67253018320 67457022600 67457022615 67457023000 67457023010 67457034810 67457034815 67457034903 67457034910 67457035010 67457035050 67457035101 67457035110 67457035202 67457035210 67457035310 67457035325 67457040410 67457064910 67850002100 67850002110 67850002200 67850002210 67850002400 67850002410 68115003228 68115003240 68115003315 68115003321 68115003340 68387042828 68788713901 70860011215 70860011315 70860011415 70860011526 70860011899 71288000520 71288000630 71288000775 99999000005 99999000006 99999000007 99999000008 99999000009 99999000088 99999000089 99999000100 99999111201 99999111202
"Antibiot, Penicillins",Bacampicillin,00049035066 00049035737 00049035744 00049035749 00049035791
"Antibiot, Penicillins",Carbenicillin,00029640022 00029640221 00029640227 00029640521 00029640526 00029640621 00029640721 00049131083 00049132007 00049132083 00049141083 00049141983 00049143041 00049143066 00995132283 00995141783 54569008000
"Antibiot, Penicillins",Cloxacillin,00005377923 00005378023 00015749660 00015793560 00015794140 00015794164 00029625030 00029625530 00047094924 00047095024 00047299517 00047299520 00093311901 00093312101 00093415973 00093415974 00182135801 00182135901 00182172070 00182172073 00302111001 00302111101 00304071601 00304073163 00304073165 00304204301 00332311909 00332312109 00332415936 00349822401 00349822501 00349822601 00359100699 00359110610 00359110710 00364206101 00364206201 00403203440 00405253060 00405253070 00405425501 00405425601 00536111082 00536112084 00536113001 00536114001 00537640801 00537640901 00580046401 00580046501 00603302921 00603303021 00677092801 00677092901 00686060820 00686060920 00686311909 00686312109 00686415932 00686415936 00719122810 00719122910 00719735076 00719735079 00779025325 00779025425 00779025572 00779025586 00781203401 00781203601 00814175214 00814175314 00814175454 00839643606 00839643612 00839643706 00839643712 00839727773 00839727778 00904161904 00904161908 00904264260 00904264360 11845035501 11845035601 12071036301 12071036901 17236032101 17236032201 35470311901 35470312101 47202125301 47202125302 47202236901 47202237001 49727046502 49727046602 51079060920 51432010203 51432010403 51432065514 51432065516 51728044701 51728044801 51728044951 51728044953 52406054301 52406054401 52959046628 52959046828 53489021901 53489022001 53506035528 53506037428 54274049232 54274049236 54274051110 54274051210 54569000000 54569000001 54569000002 54569218000 54569222900 54569222901 54569222902 54569345700 55081013000 55081013001 55081013002 55081013100 55081013101 55081013102 55175041608 55289037040 55289051728 55289051740 55829062510 55829062610 57783603801 58016018028 58469011303 58469011403 58469113030 58469114030 59772602801 60346029328 60346034528 99999022235 99999022240 99999022245 99999656525
"Antibiot, Penicillins",Dicloxacillin Sodium,00005313523 00005313623 00008036002 00008036101 00008036103 00008059301 00015765850 00015785635 00015785640 00015785664 00015789230 00015789260 00015789330 00015789360 00015789366 00029635130 00029635230 00046066181 00046066250 00047094524 00047094624 00093312301 00093312501 00157057401 00157057501 00182150601 00182150701 00228244310 00228244410 00302170001 00302170201 00304082601 00304082701 00332312306 00349105000 00349105001 00349105101 00359015310 00359015410 00364085601 00364207101 00403013620 00403013628 00403013640 00403013828 00403013840 00405432201 00405432301 00440738140 00536118001 00536119001 00537650401 00537650501 00580067601 00580067701 00603324121 00603324221 00677093001 00677093101 00686061020 00686061120 00719128210 00719128310 00779029425 00779029525 00781222001 00781222501 00781224801 00781225801 00814243514 00814243614 00839617806 00839617812 00839661406 00839661412 00904264760 00904264860 11845021701 11845021801 16590007621 16590007630 17236033201 17236033301 18837004230 21695012430 23490542501 23490542502 23490542601 23490542602 23490542603 33261013630 33261013660 33261013690 33261016740 33358010614 33358010620 33358010630 33358010640 33358010714 33358010720 33358010730 33358010740 35470206501 35470206601 41764010810 41764010820 41764010828 41764010840 41764012310 41764012320 41764012328 41764012340 42291021601 43063018006 43063047330 47202239701 47202242201 49727015202 49727015502 49999012020 49999012028 49999012040 49999026728 49999026730 49999026740 50090011601 50090031000 50090031001 50090031004 51079061020 51079061120 51432049303 51432049403 51655021329 51655021351 51655026551 51728013701 51728013801 52406059901 52406060001 52959004820 52959004828 52959004830 52959004840 52959004841 52959004920 52959004921 52959004928 52959004930 52959004940 53489024901 53506035328 53506035340 53506035410 53506035412 53506035414 53506035428 53506035440 54274050210 54274050310 54569038400 54569038401 54569038402 54569038403 54569038404 54569038405 54569188900 54569188901 54569188902 54569188903 54569188904 54569188905 54569294500 54569503101 54569701000 54569880000 54569880001 54569885300 54569886800 54868093700 54868093701 54868093702 54868138000 54868138001 54868138002 54868138003 54977010028 54977010040 54977010128 54977010140 55045122700 55045122701 55045122702 55045122703 55045122704 55045122706 55045122707 55045122708 55045122709 55045191800 55045191801 55045191802 55045191803 55045191806 55045191807 55045191808 55045191809 55081017100 55081017101 55081017102 55081017104 55081017200 55081017201 55081017202 55081017203 55084002312 55084002320 55084002328 55084002340 55084002528 55084002530 55175041500 55175041501 55175041504 55175041508 55175267302 55175267304 55175267308 55289009410 55289009420 55289009430 55289009440 55289059210 55289059220 55289059228 55289059240 55289059297 55700026420 55829063510 55829063610 55887013914 55887013921 55887013928 55887070414 55887070420 55887070428 55887070430 55887070440 58016012100 58016012110 58016012112 58016012114 58016012115 58016012118 58016012120 58016012124 58016012128 58016012130 58016012140 58016012200 58016012210 58016012212 58016012214 58016012215 58016012220 58016012221 58016012224 58016012228 58016012230 58016012240 58016012250 58016012260 58016413801 58469011803 58469011903 58469118030 58469119030 58864014928 58864014940 58864015030 58864068840 59772604801 59772605801 60346019434 60346022910 60346022920 60346022928 60346022940 60346048010 60346048012 60346048020 60346048028 60346048030 60346048040 60346048044 60429005940 63629135001 63629135002 63629135003 63629135101 63629135102 63629135103 63629135104 63629425601 63874010801 63874010810 63874010812 63874010814 63874010815 63874010818 63874010820 63874010824 63874010828 63874010830 63874010840 63874010860 63874012301 63874012310 63874012312 63874012314 63874012315 63874012320 63874012321 63874012324 63874012328 63874012330 63874012340 63874012350 63874012360 66267007220 66267007228 66267007240 66267007320 66267007328 66267007340 66336022920 66336022928 66336022940 66336022956 66336022984 66336048020 66336048028 66336048040 68115010406 68115010420 68115010428 68115010440 68115010510 68115010520 68115010528 68115010530 68115010540 99999022000 99999526804
"Antibiot, Penicillins",Methicillin Sodium,00015710228 00015710298 00015796120 00015796128 00015796195 00015796199 00015796420 00015796499 00015796520 00015796599 00029620021 00029620022 00029620421 00029620526 00029621026 00029621221
"Antibiot, Penicillins",Mezlocillin,00026821130 00026821230 00026821236 00026821319 00026821335 00026821336 00026821419 00026821435 00026821436 00026822031
"Antibiot, Penicillins",Nafcillin,00003298710 00003298910 00003298920 00003299020 00003299110 00003299120 00003299220 00003299325 00008005703 00008005704 00008043111 00008043112 00008043119 00008043120 00008046401 00008051301 00008075101 00008075102 00008075103 00008075108 00008075109 00008075110 00008075113 00008075114 00008075115 00008075116 00008075122 00008075124 00008075128 00008075130 00015710128 00015710198 00015719528 00015719628 00015722420 00015722499 00015722518 00015722520 00015722521 00015722522 00015722589 00015722595 00015722599 00015722618 00015722620 00015722621 00015722622 00015722689 00015722695 00015722699 00029637025 00029637207 00029637221 00029637222 00029637407 00029637421 00029637427 00029637621 00209690022 00209695022 00209700042 00209710022 00209715042 00209725052 00338101741 00338101941 00338101948 00409371301 00409371310 00409371401 00409371410 00409371501 00409371510 00703820803 00703821803 00703821903 00703822803 00703822903 00703823803 00703909501 00703909503 00703910501 00703910503 00781312485 00781312492 00781312495 00781312585 00781312592 00781312595 00781312646 00781312695 00781312815 00781312892 00781312915 00781312992 00781374076 00781374280 00781374446 00781374680 00781374846 00781375046 00781912485 00781912495 00781912515 00781912585 00781912595 00781912646 00781912695 00781922415 00781922492 00781922520 00781922592 25021013910 25021014010 25021014199 44567022110 44567022210 44567022301 47679089696 47679089790 47679089890 47679089976 54569327700 55150012215 55150012315 55150012316 55150012409 55150012499 63323032710 63323032820 63323032822 63323033060 66288320001 67850003100 67850003110 67850003200 67850003210 70860011626 70860011726 70860011999
"Antibiot, Penicillins",Oxacillin,00003271010 00003271110 00003271210 00003271220 00003271310 00003271320 00003271410 00003271420 00003271525 00003291110 00003291210 00003291220 00003291320 00003291525 00015710328 00015710398 00015730020 00015730029 00015730099 00015797018 00015797020 00015797021 00015797022 00015797028 00015797089 00015797096 00015797099 00015797745 00015797758 00015797766 00015797820 00015797899 00015797920 00015797999 00015798118 00015798120 00015798121 00015798122 00015798128 00015798189 00015798195 00015798199 00015798245 00015798258 00015798266 00015798540 00029601030 00029601031 00029601530 00029601531 00029602025 00029602507 00029602521 00029602522 00029602807 00029602821 00029602827 00029603026 00029603221 00093311501 00093311701 00093415773 00182134001 00182134101 00182706970 00209795022 00209800022 00209805042 00209810022 00209815042 00209830052 00304069501 00304069601 00304070863 00332311509 00332415732 00338101341 00338101541 00349823601 00349831901 00349832001 00359111510 00359111610 00364205901 00364206001 00364206461 00405472601 00405472701 00536115001 00536116001 00536117082 00580046601 00580046701 00580139230 00603492721 00603492821 00603658464 00677093201 00677093301 00686311509 00686311709 00686415732 00703830803 00703831803 00703831903 00703832803 00703832903 00703833803 00719165510 00719165610 00719740076 00779069925 00779070025 00781200401 00781200601 00781309415 00781309492 00781309515 00781309580 00781309592 00781309985 00781309995 00781310180 00781310195 00781310346 00781310395 00781375876 00781376080 00781376246 00781376480 00781376646 00781376846 00781910985 00781910995 00781911015 00781911092 00781911180 00781911195 00781911215 00781911220 00781911292 00781911346 00781911395 00814558714 00839641206 00839641212 00839641306 00839641312 00839643073 00904151904 00904270960 00904271060 12071061901 12071062001 17236068501 25021014610 25021014666 25021016224 25021016267 25021016268 25021016368 25021016369 25021016399 35470026501 35470026601 35470026702 47202128201 47202247001 47202247101 47679089296 47679089390 47679089490 47679089576 49727039202 49727039302 51079061220 51079061320 51432031803 51432032003 51432069414 51728038201 51728038301 51728062051 53506034840 54274049332 54274050910 54274051010 54569188000 54569270800 54569270801 55150012715 55150012824 55150012825 55150012909 55150012999 55829068910 55829069010 58016066140 58016413901 58469011503 58469011603 58469115030 58469116030 64679069801 64679069802 64679069803 64679069901 64679069902 64679069903 64679070002 64679070003 70655009985 70655009995 70655010346 70655010395 70655010980 70655010995 99999600010 99999600011 99999600012 99999600013
"Antibiot, Penicillins",Penicillin G & Comb.,00002140301 00002140302 00002140501 00002140601 00002140602 00002141001 00002141002 00002714701 00002714725 00002718501 00002718502 00003016450 00003016550 00003016552 00003016835 00003016850 00003029951 00003030951 00003063441 00003063460 00003066805 00003067371 00003067374 00003073411 00003073531 00003074339 00003074354 00003074638 00003074653 00005325534 00007011120 00007011130 00007011220 00007011372 00007011376 00007011472 00007011476 00008001807 00008001808 00008001810 00008001812 00008001834 00008001835 00008002107 00008002108 00008002111 00008002112 00008002113 00008002135 00008002137 00008002613 00008002614 00008002616 00008002617 00008002618 00008002619 00008002621 00008002622 00008002635 00008002636 00008002637 00008007901 00008007935 00008007936 00008016301 00008016501 00008017601 00008025502 00008025503 00008027203 00008251701 00022092710 00022092810 00022092816 00049021035 00049042005 00049042010 00049043020 00049051083 00049051095 00049052022 00049052023 00049052044 00049052083 00049052084 00049052095 00049053022 00049053028 00049053044 00049053083 00049054077 00049054083 00049054095 00069021035 00071417801 00071417806 00071417901 00071417903 00084016010 00143138501 00143139001 00143139501 00143140001 00144147903 00150242860 00150242880 00182010701 00182010710 00182012101 00182012110 00182054095 00182089863 00209857022 00209857422 00209857822 00209858022 00209858622 00228229610 00228230010 00228230096 00228230410 00228230496 00252602001 00252602101 00276123015 00276123080 00302490001 00302490010 00302490101 00302490110 00304020501 00304020601 00304020700 00304020701 00332111709 00332111715 00332112109 00332112115 00332112309 00332112315 00332411528 00332411730 00332411734 00338102141 00338102341 00338102541 00349101401 00349101410 00349101601 00349101610 00359006710 00359006740 00359006810 00359006840 00359006910 00359006940 00364201058 00364201160 00364201402 00364201501 00364201502 00364290638 00364290861 00367230010 00367230096 00367230410 00367230496 00368118001 00378012001 00378012101 00378012110 00378012201 00378012210 00378012301 00385204001 00385204010 00403045518 00403404518 00403434318 00403470918 00403502218 00405477401 00463500510 00463500610 00485117070 00527123901 00527123910 00536017070 00536080910 00536090801 00536090810 00536100001 00536100010 00536110101 00536155061 00536157181 00537213501 00537213510 00537213601 00537213610 00537213701 00537213710 00537213810 00537276470 00537276864 00537276903 00580023901 00580023910 00580024001 00580024010 00580024101 00580024110 00603506521 00677009601 00677009610 00677009701 00677009710 00677009801 00677009810 00677010425 00677010526 00719169010 00719169013 00719169110 00719169113 00719330087 00745700701 00745700810 00745702101 00745799610 00779077525 00779077530 00779078025 00779078030 00779759865 00781161501 00781198501 00781198510 00781613594 00781613595 00781613694 00781615394 00781615395 00781615397 00814581814 00814581830 00814582214 00814582230 00835145280 00835145380 00835145480 00835147580 00839172420 00839172606 00839172616 00839172620 00839172706 00839172716 00839172720 00839175330 00839514206 00839514216 00839514220 00904242760 00904242860 00904242880 00917018010 00995045044 00995045091 00995046066 00995047066 00995048066 00995048082 00995104066 10003010001 10003010012 10517400001 10754058340 10754058360 11917068021 11917068721 11917068821 11917068921 11917068929 12071001001 12071001010 12071001101 12071001110 12535010410 12535017010 17022039606 17022040706 17236022801 17236022810 17236023001 17236023010 24200065203 24200065304 24200065404 25021015420 35470242701 35470242709 35470242801 35470242809 35470247601 39822060001 39822060005 44567031110 44567031201 48253077511 49648020500 49648020600 49727033202 49727033205 50090101600 50090101601 51432032803 51432032806 51432033003 51432033006 51728032410 53506037828 54569140900 54569140901 54569154500 54569154501 54569154600 54569185001 54569185900 54569191701 54569220000 54569231600 54569238000 54569299100 54569587600 54569587700 54569587701 54569595700 54569595800 54868075300 54868075301 54868246600 54868334900 54868348000 54868448800 54868593200 54868593300 55045368402 55045384601 60793013001 60793013010 60793013101 60793013110 60793060002 60793060010 60793060102 60793060110 60793060202 60793060210 60793070001 60793070010 60793070102 60793070110 60793070204 60793070210 61570008510 61570008610 61570013910 61570014010 61570014110 61570014210 61570014310 61570014410 61570014610 61570014710 61570014810 61570014910 61570015010 63323032320 63323032462 68258890902 68258891002 68258891102 68258891401 99999000012 99999000109 99999002366 99999005577 99999009722 99999035715
