NOBS,NRX,AGE_DAYS_ROUNDED,NMEMB,rawmean,rawlwr,rawupr,proplwr,propupr,lwr,upr,Comorbidities
18981,0.7530051176260563,460,25207,0.7530051176260563,0.7423303495591014,0.7637949891062774,0.014176222467927498,0.014329081207625228,0.7423303495591014,0.7637949891062774,Yes
19083,0.7570516126472805,465,25207,0.7570516126472805,0.7463480999140033,0.7678702280401989,0.014138418774182156,0.014290459477508463,0.7463480999140033,0.7678702280401989,Yes
19186,0.7611377791883207,470,25207,0.7611377791883207,0.7504053178278937,0.771985342453478,0.014100550063185896,0.014251773544502303,0.7504053178278937,0.771985342453478,Yes
19275,0.764668544451938,475,25207,0.764668544451938,0.753911131749265,0.775541058411915,0.014068072736512416,0.014218597114871107,0.753911131749265,0.775541058411915,Yes
19364,0.7681993097155552,480,25207,0.7681993097155552,0.7574170032098804,0.7790967168355738,0.014035819050224368,0.014185650757813967,0.7574170032098804,0.7790967168355738,Yes
19441,0.7712540167413814,485,25207,0.7712540167413814,0.760450219020184,0.7821729145242171,0.014008092647406194,0.014157330199678004,0.760450219020184,0.7821729145242171,Yes
19537,0.77506248264371,490,25207,0.77506248264371,0.7642319502011258,0.7860081144634238,0.013973753968379037,0.014122257320956368,0.7642319502011258,0.7860081144634238,Yes
19620,0.7783552187884318,495,25207,0.7783552187884318,0.7675016248487266,0.7893239115175027,0.013944268218050402,0.014092142590300163,0.7675016248487266,0.7893239115175027,Yes
19697,0.7814099258142579,500,25207,0.7814099258142579,0.7705349810522416,0.7923999688236885,0.013917080398849865,0.014064376003387067,0.7705349810522416,0.7923999688236885,Yes
19775,0.7845043043599,505,25207,0.7845043043599,0.7736077739991166,0.7955159324223359,0.013889701178471181,0.014036415098347407,0.7736077739991166,0.7955159324223359,Yes
19845,0.7872813107470147,510,25207,0.7872813107470147,0.7763654449124455,0.7983122737961905,0.013865267326378676,0.014011463118194773,0.7763654449124455,0.7983122737961905,Yes
19899,0.7894235728170746,515,25207,0.7894235728170746,0.7784928143349624,0.8004694281398284,0.013846506309794603,0.013992304895756202,0.7784928143349624,0.8004694281398284,Yes
19964,0.7920022216051097,520,25207,0.7920022216051097,0.7810535635634727,0.8030659760392577,0.013824024406709304,0.01396934772698698,0.7810535635634727,0.8030659760392577,Yes
20036,0.7948585710318562,525,25207,0.7948585710318562,0.783890119767891,0.805942118194488,0.013799248902513982,0.013944049377543441,0.783890119767891,0.805942118194488,Yes
20106,0.797635577418971,530,25207,0.797635577418971,0.7866479168115613,0.808738333447464,0.013775289014770447,0.013919584761276497,0.7866479168115613,0.808738333447464,Yes
20183,0.8006902844447971,535,25207,0.8006902844447971,0.7896815321419193,0.8118141316462875,0.013749076911194591,0.013892821503640119,0.7896815321419193,0.8118141316462875,Yes
20243,0.8030705756337525,540,25207,0.8030705756337525,0.7920454161188454,0.8142108296422191,0.013728755416305086,0.013872073447187591,0.7920454161188454,0.8142108296422191,Yes
20312,0.8058079105010513,545,25207,0.8058079105010513,0.7947639127235926,0.816967002308477,0.013705496847991383,0.01384832745124948,0.7947639127235926,0.816967002308477,Yes
20381,0.80854524536835,550,25207,0.80854524536835,0.7974824412983843,0.8197231430070453,0.0136823562235232,0.013824702702447933,0.7974824412983843,0.8197231430070453,Yes
20455,0.8114809378347284,555,25207,0.8114809378347284,0.8003980000418216,0.8226789687042982,0.013657668684712881,0.013799499590772268,0.8003980000418216,0.8226789687042982,Yes
