NOBS,NRX,AGE_DAYS_ROUNDED,NMEMB,rawmean,rawlwr,rawupr,proplwr,propupr,lwr,upr,Indication
698851,5.307779410779824,1320,124759,5.601607900031261,5.588482355730215,5.614756652902031,0.0023431744126489774,0.002347317610484117,5.2953423578765,5.320238454863313,All conditions
700960,5.323932469281253,1325,124759,5.618512492084739,5.605367146047767,5.631681046677295,0.0023396488048199734,0.0023437795343710273,5.311476337042557,5.336410593245128,All conditions
703153,5.340977984840032,1330,124759,5.636090382256992,5.622924477361571,5.649279495693358,0.0023359996029993324,0.0023401174469961238,5.328501462387818,5.353476500606378,All conditions
705243,5.357205832618615,1335,124759,5.652842680688368,5.639657212350529,5.6660513575532665,0.0023325376421466397,0.002336643280384098,5.344709948357305,5.369723711629038,All conditions
707261,5.372667794352923,1340,124759,5.6690178664465085,5.655813536110795,5.682245405295933,0.002329209511556941,0.0023333034329834747,5.3601537254238805,5.385203858561766,All conditions
709473,5.39003387321342,1345,124759,5.6867480502408645,5.673523075500715,5.699996233480158,0.0023255777508182406,0.002329658905625818,5.3774989303617176,5.402590813627776,All conditions
711568,5.406229751530269,1350,124759,5.703540425941215,5.690295928401173,5.716808131966667,0.002322153706459732,0.0023262228431146373,5.39367565507478,5.418805846673404,All conditions
713682,5.422638624491041,1355,124759,5.720485095263668,5.707220926977238,5.7337724720217125,0.002318713896731015,0.0023227709777700113,5.410065076955483,5.435234172110944,All conditions
715789,5.438443021572363,1360,124759,5.737373656409558,5.724089911479257,5.750680609797781,0.0023153006455246088,0.0023193457817336925,5.425851390933867,5.451056651453646,All conditions
717954,5.45475469931206,1365,124759,5.7547271138755525,5.741423283399784,5.768054152795239,0.002311809094073468,0.0023158420296859714,5.442144347792251,5.467387049506354,All conditions
720030,5.4710886495276085,1370,124759,5.771367195953799,5.758044134042803,5.784713466295344,0.002308475870385901,0.0023124971758688023,5.4584587733954315,5.483740526578569,All conditions
722074,5.487055116863829,1375,124759,5.787750783510608,5.774408813670268,5.8011159617683905,0.0023052080746723863,0.0023092179946413317,5.4744063131022616,5.499725923277279,All conditions
724120,5.5024729251262245,1380,124759,5.804150401975008,5.7907895324864285,5.817534479867963,0.002301950942558798,0.002305949530253595,5.489806502389826,5.515161349983153,All conditions
726134,5.518083074313428,1385,124759,5.82029352591797,5.806914078436362,5.833696181791149,0.0022987582021471342,0.0023027456971880405,5.505398335586221,5.53078981636953,All conditions
728218,5.533493012334895,1390,124759,5.836997731626576,5.823599087544758,5.8504195840867705,0.002295468440774057,0.0022994445222191125,5.520791053757836,5.546216972530846,All conditions
730273,5.54907964701059,1395,124759,5.853469489175129,5.840051942503178,5.866910244212502,0.0022922382523330653,0.002296203142807595,5.5363598343784695,5.561821461135745,All conditions
732286,5.5643056238372095,1400,124759,5.8696045976642965,5.856168560501475,5.883063843179901,0.0022890872697231327,0.0022930412588541764,5.5515684426688345,5.577064806209543,All conditions
734306,5.580155612198189,1405,124759,5.885795814330028,5.872341247907149,5.89927358909306,0.0022859383586025877,0.002289881468571744,5.567399720437293,5.5929335071263075,All conditions
736379,5.5959615745919375,1410,124759,5.9024118500468905,5.888938294678931,5.915908613742094,0.0022827203032016264,0.0022866523106307287,5.58318755948968,5.608757593056679,All conditions
738497,5.611965411943529,1415,124759,5.919388581184524,5.905895652250269,5.932904718432891,0.0022794463903153786,0.002283367118578627,5.5991732376427,5.624779589235761,All conditions
740439,5.626929768991903,1420,124759,5.934954592454252,5.921443924244092,5.948488468966533,0.002276456879272134,0.0022803673223529453,5.6141203060101,5.639761235762287,All conditions
742446,5.642332183935718,1425,124759,5.951041608220649,5.937512631416438,5.9645937933146405,0.002273379635847644,0.002277279506039877,5.629505020850071,5.6551813513844635,All conditions
744420,5.657470233331575,1430,124759,5.966864114011814,5.9533171537751475,5.98043428252617,0.002270365132809874,0.0022742546595772898,5.6446257101739095,5.67033676137115,All conditions
746476,5.672846948594092,1435,124759,5.983343887014163,5.969778221644605,5.9969327606488685,0.0022672381239862167,0.002271116935832111,5.6599852537207,5.685730647373427,All conditions
748449,5.68836396699781,1440,124759,5.999158377351534,5.985574786174138,6.012765176782088,0.002264249470171913,0.002268118055013228,5.67548409189939,5.701265848014844,All conditions
750340,5.702848976756212,1445,124759,6.014315600477721,6.000714850669683,6.027939558527474,0.0022613960941720193,0.0022652549275384033,5.689952576354523,5.715767383501817,All conditions
752311,5.7181879943370095,1450,124759,6.030114059907501,6.016495448558902,6.043755879485933,0.002258433458024562,0.0022622821795581158,5.705273847251324,5.731124149135962,All conditions
754237,5.733132853531372,1455,124759,6.045551823916511,6.031915781413759,6.059211074637528,0.002255549683455966,0.0022593885750809765,5.720201487538379,5.7460862284000624,All conditions
756226,5.748652998000831,1460,124759,6.0614945615146,6.047840541023685,6.075171790211882,0.002252583146342511,0.0022564119390819644,5.735703679143363,5.76162432725916,All conditions
758326,5.764694050968064,1465,124759,6.078327014483925,6.064654038348165,6.09202319881354,0.002249463726314706,0.0022532819140823933,5.751726580807109,5.777683531813329,All conditions
760430,5.780823585157198,1470,124759,6.09519152926843,6.081499587685167,6.108906679033063,0.0022463513275202945,0.002250158948865584,5.76783782442252,5.793831357079153,All conditions
762325,5.795555711944857,1475,124759,6.110380814209797,6.096671813549143,6.124113023040621,0.002243559129534572,0.0022473572839994227,5.782553040016597,5.808580396288921,All conditions
764335,5.810871888214393,1480,124759,6.126491876337579,6.112764804507978,6.1402421563255185,0.0022406088356404143,0.002244397000026605,5.797851997318886,5.823913791647841,All conditions
766212,5.825475607528018,1485,124759,6.141536883110637,6.127792957308692,6.155304017059913,0.0022378642453066214,0.0022416431279823844,5.812438983954025,5.838534244890862,All conditions
768102,5.839836500367657,1490,124759,6.15668609078303,6.142925215124793,6.170470174577553,0.0022351108137278553,0.0022388803962507127,5.826783818655282,5.852911195825639,All conditions
770022,5.854592863804108,1495,124759,6.1720757620692694,6.158297688848527,6.185877043415122,0.002232324059503017,0.002236084241005053,5.841523515295643,5.867684226644361,All conditions
771997,5.870326139731155,1500,124759,6.18790628331423,6.174110542248343,6.201725232493772,0.0022294683264818143,0.002233218886460127,5.857238433536506,5.883435862936083,All conditions
773906,5.884501619419457,1505,124759,6.2032077846087255,6.189394987583633,6.217043789736445,0.002226718418068275,0.0022304597247328577,5.871398491282344,5.897626763281697,All conditions
775737,5.8987206188043695,1510,124759,6.2178840805072175,6.204054944167031,6.23173642493949,0.002224090407786835,0.0022278228820153414,5.885601330857872,5.911861923573557,All conditions
777651,5.9132927096245975,1515,124759,6.233225659070689,6.21937946334827,6.247095062874214,0.0022213531933132466,0.002225076479197001,5.900157197981077,5.926450238147391,All conditions
779517,5.927611082720845,1520,124759,6.248182495852003,6.234319688767712,6.262068511006736,0.002218694331270524,0.002222408702682966,5.914459525613636,5.940784657177204,All conditions
781306,5.9414665752608,1525,124759,6.262522142691108,6.248643428366553,6.2764240650759175,0.0022161541322057838,0.0022198599969876125,5.928299369558673,5.9546557992346605,All conditions
783134,5.955674765505511,1530,124759,6.277174392228216,6.263279442687828,6.291092549818484,0.002213567550009547,0.002217264762868524,5.942491477106177,5.968880073302171,All conditions
785108,5.970894999634603,1535,124759,6.292996898019381,6.279084437841768,6.306932566235711,0.0022107845281143473,0.0022144724432831557,5.957694637350415,5.984117382073031,All conditions
787045,5.985910059087871,1540,124759,6.3085228320201345,6.29459321080443,6.3224756612636455,0.002208063850542354,0.002211742687636896,5.972692787473801,5.999149351889911,All conditions
788834,5.9999667649568496,1545,124759,6.322862478859241,6.308917026574859,6.336831139161386,0.0022055599550060206,0.002209230447261747,5.986733478528694,6.013222074216551,All conditions
790749,6.014728551514495,1550,124759,6.338212072876506,6.324249694414701,6.352197659345362,0.002202889127291166,0.0022065507288254018,6.001478771384757,6.028000355183527,All conditions
792616,6.0293732737672485,1555,124759,6.353176925111615,6.339198064451722,6.367178993768153,0.00220029456517108,0.002203947540197279,6.016106876521591,6.042661696162899,All conditions
794445,6.043533197804364,1560,124759,6.3678371901025175,6.353842201527696,6.3818553866638235,0.0021977616821883743,0.0022014062456079068,6.030250952117196,6.0568374695315494,All conditions
796297,6.057886486162614,1565,124759,6.382681810530703,6.368670510135218,6.396716318902422,0.0021952058415895684,0.0021988419270038088,6.044588178360503,6.071206820957419,All conditions
798246,6.07309159429151,1570,124759,6.398303929976995,6.384275483887912,6.412355584031565,0.0021925257447302977,0.002196152950586765,6.059776184620921,6.086429032315497,All conditions
800102,6.08682809970265,1575,124759,6.413180612220361,6.399135858021361,6.427248574374645,0.0021899826386049272,0.002193601428825733,6.0734980518401285,6.100180174519175,All conditions
801952,6.101109048615404,1580,124759,6.428009201740957,6.413948210964781,6.442093400462285,0.0021874565413452177,0.002191066981906958,6.08776313771755,6.1144769872048395,All conditions
803839,6.115537303036459,1585,124759,6.443134363051964,6.429056830248956,6.457235103789827,0.002184888908065557,0.002188490871573855,6.102175533416193,6.128921100598924,All conditions
805772,6.130397308974555,1590,124759,6.458628235237538,6.4445337772769,6.472745901122519,0.00218226803700213,0.0021858613579825315,6.117019138873055,6.143797507561322,All conditions
807588,6.144360966360964,1595,124759,6.473184299329106,6.459073959136834,6.48731784743588,0.002179814375706037,0.0021833996149682165,6.130967399996964,6.1577765617291425,All conditions
809411,6.158756430629043,1600,124759,6.48779647159724,6.4736702059034705,6.501945945195664,0.0021773595635455447,0.002180936726416873,6.145346603415265,6.172188288717658,All conditions
811244,6.172628507278436,1605,124759,6.502488798403322,6.4883465379210135,6.51665426678042,0.0021748996300894638,0.0021784687088698277,6.1592036598212765,6.1860753853330195,All conditions
813105,6.18724267608283,1610,124759,6.517405557915661,6.503247076791821,6.531587246924309,0.0021724106315041836,0.0021759715399976903,6.173801444313612,6.200705940057046,All conditions
814952,6.201120341085067,1615,124759,6.532210101074872,6.518035539678046,6.546407870346632,0.002169948788771211,0.0021735016253417922,6.187664227511905,6.214598486225356,All conditions
816833,6.215238471124034,1620,124759,6.54728716966311,6.533096250701304,6.561501296489829,0.002167450211678518,0.0021709948652596277,6.201767251184164,6.228731721931209,All conditions
818762,6.229723678764407,1625,124759,6.562748980033504,6.54854130563811,6.57697986228357,0.0021648968197046543,0.002168433120535529,6.216236969784611,6.243232417921225,All conditions
820665,6.244378630329803,1630,124759,6.578002388605231,6.563778203943682,6.592249781111383,0.002162386667142219,0.0021659147662871398,6.23087586923499,6.257903422211522,All conditions
822532,6.2584851054027455,1635,124759,6.59296724084034,6.578726876837886,6.607230812677553,0.002159932467772873,0.0021634525572729515,6.244967200224513,6.272025041008684,All conditions
824457,6.273541032136073,1640,124759,6.608396989395555,6.59413996264177,6.622677223973985,0.0021574107573535386,0.0021609226263714556,6.260006427226644,6.287097668899886,All conditions
826406,6.288502010877962,1645,124759,6.624019108841847,6.609745231399497,6.638316194098639,0.002154866585951887,0.00215837017102017,6.27495112801903,6.3020749260386415,All conditions
828258,6.302787014196671,1650,124759,6.6388637292700325,6.624573858184767,6.653176808160077,0.0021524573583674295,0.0021559531078999975,6.289220533909741,6.3163755274483595,All conditions
830160,6.317082614546349,1655,124759,6.654109122387964,6.639802844466711,6.668438608104106,0.002149991480169551,0.0021534792190182144,6.303500940745547,6.330686320681596,All conditions
832050,6.331584553343976,1660,124759,6.669258330060356,6.65493576742333,6.683604100482477,0.0021475495367258004,0.002151029351713751,6.317987161869702,6.345203977561076,All conditions
833816,6.344797634362006,1665,124759,6.683413621462179,6.669075859231351,6.697774591468981,0.002145275310327311,0.0021487477537953225,6.331186296647986,6.3584310040271275,All conditions
835682,6.358500117743951,1670,124759,6.6983704582434935,6.684016653218571,6.712747471034781,0.0021428801399387067,0.002146344828329745,6.3448746141218395,6.372147651587604,All conditions
837543,6.372694835081637,1675,124759,6.713287217755833,6.698917430753168,6.727680212515316,0.002140499361424425,0.0021439563499406097,6.359054085856592,6.386357614639544,All conditions
839507,6.387728273310389,1680,124759,6.729029569009049,6.714642934725914,6.74343941103896,0.0021379954026943004,0.0021414443022030626,6.374071339628391,6.401407237625291,All conditions
841393,6.402129522971618,1685,124759,6.744146714866262,6.72974392092861,6.75857271654108,0.002135599141979476,0.002139040309283064,6.388457140655519,6.415823936086506,All conditions
843288,6.4163302354115865,1690,124759,6.759335999807629,6.744916987332174,6.773778220010624,0.0021331995444323223,0.002136632977470903,6.402642922676479,6.430039578186911,All conditions
845208,6.4308255652260335,1695,124759,6.774725671093869,6.760290244690035,6.789184305215525,0.0021307765221293433,0.002134202154243433,6.417122913093741,6.444550247000903,All conditions
847068,6.444856480691695,1700,124759,6.789634415152414,6.775183105524414,6.8041089324888535,0.0021284370769284627,0.002131855185624809,6.431139009202708,6.4585959814006655,All conditions
848902,6.4589394611546975,1705,124759,6.804334757412291,6.7898678036489315,6.818824918874868,0.002126137863455342,0.0021295485861850265,6.44520686540857,6.472694086552454,All conditions
850786,6.473177028552803,1710,124759,6.819435872361914,6.8049528655464995,6.833942086867104,0.0021237837097510624,0.002127186878313759,6.4594294006292285,6.486946685788943,All conditions
852715,6.487901068331212,1715,124759,6.834897682732308,6.820398257837416,6.8494203153073405,0.002121381411681245,0.002124776880233733,6.474137755604027,6.501686410522446,All conditions
854585,6.501941814119311,1720,124759,6.849886581328802,6.835371258232148,6.864425112096288,0.002119060355863279,0.0021224483931039906,6.488163806984881,6.515741850074744,All conditions
856472,6.516555231938263,1725,124759,6.865011742639809,6.8504803944346,6.879566298506489,0.002116725906665624,0.0021201064779364123,6.502761470656601,6.530371022899326,All conditions
858379,6.53105888179177,1730,124759,6.880297213026716,6.865749687790524,6.894867945914945,0.002114374537287195,0.0021177475968104822,6.517249777190586,6.544890016043312,All conditions
860193,6.544710815066136,1735,124759,6.894837246210694,6.880274349528288,6.909423350536198,0.002112145096740297,0.002115511041760943,6.530887436208511,6.55855622306054,All conditions
862022,6.559220840809405,1740,124759,6.909497511201597,6.894919132366891,6.924099097670412,0.00210990434703417,0.0021132631490413992,6.545381512244224,6.573082200498712,All conditions
863918,6.573793648867184,1745,124759,6.924694811596758,6.91010040079529,6.93931243002305,0.002107589027176616,0.0021109404564388554,6.559938793505909,6.587670535832859,All conditions
865825,6.5891197363387075,1750,124759,6.939980281983664,6.925369763938838,6.954614007644005,0.0021052679476273374,0.002108611993946159,6.575247873754715,6.603013633244299,All conditions
867720,6.60358801616875,1755,124759,6.955169566925031,6.94054306055507,6.969819280901287,0.002102969054775676,0.0021063057967590395,6.5897008749202595,6.617497191886615,All conditions
869594,6.617878735998544,1760,124759,6.9701905273367055,6.955548226980987,6.984856035289629,0.0021007030293206533,0.0021040325792251856,6.603976538090155,6.631802968464447,All conditions
871474,6.6317767582188445,1765,124759,6.985259580471149,6.970601452652767,6.999940915877648,0.0020984370945013354,0.0021017594603848877,6.617860391866946,6.645715157759591,All conditions
873288,6.645365339378633,1770,124759,6.999799613655127,6.985126230194481,7.01449620469515,0.002096257646007602,0.002099573109400593,6.6314349414754465,6.659317769747335,All conditions
875083,6.659305149951761,1775,124759,7.014187353217002,6.999498889491655,7.0288990245131036,0.0020941076971104644,0.0020974163584829425,6.64535984777984,6.6732724855094,All conditions
876952,6.673178790805538,1780,124759,7.029168236359702,7.0144640871033355,7.043895593177872,0.002091876131276306,0.00209517773980572,6.659219327373313,6.687160286461778,All conditions
878816,6.6872375437508556,1785,124759,7.044109042233426,7.029389266047448,7.058852025972311,0.002089657627064641,0.0020929522315018844,6.673263506813564,6.701233612490632,All conditions
880581,6.70063453447692,1790,124759,7.058256318181454,7.043521760305402,7.073014083602014,0.0020875634451099326,0.0020908514447889144,6.686646534763704,6.714644565874333,All conditions
882451,6.714728699857707,1795,124759,7.073245216777948,7.058495014000818,7.0880186270907135,0.002085351535974132,0.0020886325668058197,6.700726130049809,6.728753300897496,All conditions
884237,6.728287133376787,1800,124759,7.087560817255669,7.07279568781197,7.102349154226558,0.002083245537414115,0.0020865199399607934,6.714270459231739,6.742325838642359,All conditions
885946,6.741289836048005,1805,124759,7.101259227791181,7.086479829323048,7.1160618337784465,0.002081236298245953,0.0020845043832978805,6.727259618944226,6.755342084260328,All conditions
887776,6.755405716089522,1810,124759,7.115927508235878,7.1011328457232885,7.130745378258998,0.0020790912351856777,0.0020823525824243123,6.741360611275077,6.769472852627745,All conditions
889618,6.769638571849833,1815,124759,7.130691974126115,7.1158819633559025,7.145525192398223,0.002076938791347517,0.0020801933845873664,6.755578446896555,6.783720729223043,All conditions
891417,6.7840100498376845,1820,124759,7.14511177550317,7.130286790098057,7.159959968401774,0.0020748430354777777,0.002078091059332361,6.769934293833168,6.798107840468673,All conditions
893231,6.797860562315076,1825,124759,7.159651808687149,7.144811739081244,7.174515085778094,0.0020727362171297763,0.002075977643621089,6.783770390528567,6.811972768866896,All conditions
8,5.102496832591739e-5,10,124759,6.412363035933279e-5,2.768403222812383e-5,1.2634911485498692e-4,0.5682709779064373,0.9703986525241644,2.2028959677703326e-5,1.005395288344758e-4,Respiratory conditions
30,2.1441569627349096e-4,15,124759,2.4046361384749798e-4,1.622397904874271e-4,3.4327676075319346e-4,0.3253041992859695,0.427562179826922,1.4466536988289936e-4,3.06091738761292e-4,Respiratory conditions
62,4.478610486231292e-4,20,124759,4.969581352848292e-4,3.810149527182213e-4,6.370779011994827e-4,0.23330573409399077,0.2819548689636493,3.4337249790200553e-4,5.741376519015862e-4,Respiratory conditions
125,9.380270525358899e-4,25,124759,0.001001931724364575,8.339991429275662e-4,0.0011937564179492668,0.1676088074199982,0.1914548555754605,7.808054569326535e-4,0.0011176168864050237,Respiratory conditions
203,0.001535040879967661,30,124759,0.0016271371203680695,0.0014109898766639863,0.0018670290373926973,0.13283898510974249,0.1474318998821455,0.001331127607370791,0.0017613548732980536,Respiratory conditions
336,0.0025662738260566554,35,124759,0.0026931924750919775,0.0024128887892808184,0.002997120406703999,0.10407859386343571,0.11285043101185763,0.0022991796547721394,0.002855878933421598,Respiratory conditions
478,0.003678664201870215,40,124759,0.0038313869139701344,0.003495569586637543,0.004190760290548837,0.0876490249805163,0.09379720311418896,0.0033562328713455615,0.0040237126152019315,Respiratory conditions
652,0.0049499213312013375,45,124759,0.005226075874285622,0.00483257713534497,0.005643079663262948,0.075295259465486,0.07979290752917505,0.004577215720234789,0.005344889946258577,Respiratory conditions
864,0.006688930729825425,50,124759,0.006925352078807942,0.006471212360445258,0.0074029568912467635,0.06557640870741904,0.06896469767946171,0.006250294674470778,0.007150230815406697,Respiratory conditions
1105,0.008544101746763996,55,124759,0.008857076443382843,0.0083424846441635,0.00939510269585674,0.05809950975457563,0.06074535496143967,0.008047693623983795,0.009063116240197832,Respiratory conditions
1327,0.010166600662821441,60,124759,0.010636507185854327,0.010071852383465009,0.011224575945115271,0.05308648718258394,0.05528776965835433,0.009626891547044122,0.010728689338475986,Respiratory conditions
1587,0.012059798750097125,65,124759,0.012720525172532643,0.012102309335935856,0.01336213665386155,0.04859986739633177,0.050439071707065644,0.011473694130015958,0.012668083804026054,Respiratory conditions
1870,0.014189799280572131,70,124759,0.01498889859649404,0.014317166671282865,0.0156840107430653,0.044815295859583416,0.04637513170806609,0.013553879227625187,0.014847853091119686,Respiratory conditions
2209,0.016773262503021944,75,124759,0.017706137432970767,0.01697538833482797,0.018460252327385542,0.041270949178450624,0.04259059307935397,0.016081014038702914,0.017487645700901337,Respiratory conditions
2588,0.019520503587699408,80,124759,0.02074399442124416,0.019952407887622713,0.021558934104395668,0.03815979302475965,0.03928557184323764,0.01877560521105372,0.02028737773381015,Respiratory conditions
3072,0.022986164573926913,85,124759,0.024623474057983794,0.02376035398380694,0.025509934665830084,0.035052733507236374,0.03600063117652839,0.022180436672763575,0.02381368100691584,Respiratory conditions
3613,0.026920570297213443,90,124759,0.028959834561033675,0.028023148771939316,0.029919849898099916,0.03234430732400308,0.03314989023997984,0.02604984309818294,0.02781298424776373,Respiratory conditions
4240,0.03166220560441763,95,124759,0.03398552409044638,0.032970175853602485,0.035024191872469156,0.029875903462360343,0.030562064579570548,0.030716268606374646,0.032629867976831484,Respiratory conditions
5043,0.03753933444422277,100,124759,0.04042193348776441,0.039313913349463006,0.04155326319295619,0.02741135919776822,0.027988015603811485,0.03651033026372703,0.038589985922404375,Respiratory conditions
5902,0.044151326220292095,105,124759,0.04730720829759777,0.046107905442049735,0.0485298123864878,0.025351376644411595,0.025843928079605418,0.043032029319931185,0.04529236991974852,Respiratory conditions
6798,0.05055664513510749,110,124759,0.05448905489784304,0.05320137407081147,0.055800030006948824,0.023631917078498287,0.024059420952769747,0.049361894689507566,0.05177300874237284,Respiratory conditions
7799,0.05809053988482682,115,124759,0.06251252414655456,0.06113275078874822,0.0639155854836541,0.022071950807354954,0.02244448382551628,0.05680836834611623,0.059394352067687325,Respiratory conditions
8752,0.06535692611669751,120,124759,0.07015125161311007,0.06868915419763756,0.07163663204123515,0.020842071692977065,0.02117396901650546,0.06399475237694069,0.0667407916453065,Respiratory conditions
9643,0.07177230416966428,125,124759,0.07729302094438077,0.07575792390772203,0.07885139703235294,0.019860745742663933,0.020161924956893094,0.07034685268518544,0.07321937198031636,Respiratory conditions
10507,0.07831384688203662,130,124759,0.08421837302318871,0.08261564572620933,0.0858443760215522,0.01903061338572865,0.019306986587306625,0.07682348633927542,0.07982585127338848,Respiratory conditions
11555,0.08597255119305608,135,124759,0.0926185686002613,0.09093743949422553,0.09432296985957006,0.018151102218945586,0.018402370983133017,0.08441205462832739,0.0875546499744771,Respiratory conditions
12855,0.09568963603919549,140,124759,0.10303865853365288,0.10126506431309049,0.10483552112383643,0.017212900922842736,0.017438722667344198,0.09404253981470993,0.09735834106422213,Respiratory conditions
14155,0.10520712314214008,145,124759,0.11345874846704446,0.11159725787641753,0.11534350417723886,0.016406761186578956,0.016611814740243293,0.10348101499761998,0.10695480438113127,Respiratory conditions
15647,0.1159665588656545,150,124759,0.12541780552906004,0.1234602762852275,0.1273985966733351,0.015608064864274523,0.015793540127092342,0.11415654529279266,0.11779808136650004,Respiratory conditions
17263,0.12776026779410637,155,124759,0.13837077886164525,0.13631426403592356,0.14045055258304712,0.014862349136431264,0.015030440231036024,0.12586145008838642,0.12968056086308685,Respiratory conditions
18941,0.14020776190305614,160,124759,0.1518207103295153,0.14966620281074028,0.15399847404006559,0.014191130538770556,0.014344312484269203,0.138218055251341,0.1422189458525136,Respiratory conditions
20756,0.153544954632787,165,124759,0.16636875896728892,0.16411302955034568,0.16864774202858931,0.013558611790731447,0.01369838349126883,0.15146309820049558,0.1556482723044964,Respiratory conditions
22589,0.16716677130315638,170,124759,0.18106108577337107,0.17870753063318023,0.18343789230331706,0.012998680142328956,0.013127097519568424,0.1649938239125608,0.16936118581208431,Respiratory conditions
24515,0.18090666807344413,175,124759,0.19649884978238044,0.1940466937093125,0.19897425515403924,0.012479238813782767,0.01259755654753336,0.1786490905595499,0.1831856500543252,Respiratory conditions
26336,0.1945661238888077,180,124759,0.21109499114292354,0.20855311439168486,0.21366011543035598,0.012041388274900767,0.012151516592336873,0.19222327764592012,0.19693039737154922,Respiratory conditions
28115,0.2078557583038396,185,124759,0.22535448344408018,0.22272790470739928,0.2280043081632162,0.01165532052674987,0.011758473488696112,0.2054331328174777,0.2102998247273281,Respiratory conditions
29903,0.22103238501088074,190,124759,0.23968611482939106,0.23697706528821974,0.24241840893322267,0.011302488436176733,0.011399467615287007,0.2185341690352747,0.22355203652574193,Respiratory conditions
31702,0.23425858786355389,195,124759,0.254105916206446,0.25131634144317977,0.25691873422678946,0.010978000059628209,0.01106947080310478,0.23168689707201937,0.23685170646228604,Respiratory conditions
33740,0.2493989059700544,200,124759,0.2704414110404861,0.2675633265638966,0.2733427374231092,0.010642173717096281,0.010728114350020152,0.2467447594878673,0.25207448595207105,Respiratory conditions
35994,0.2658525110992519,205,124759,0.2885082438942281,0.2855353283458311,0.29150439999009914,0.010304438820427189,0.01038499300896754,0.2631130501633727,0.2686133875684341,Respiratory conditions
38406,0.28368927791146514,210,124759,0.3078415184475669,0.30477035797015634,0.310935918153186,0.009976433630194908,0.010051924513704418,0.2808590706587835,0.2865409011183785,Respiratory conditions
40775,0.30099958217679895,215,124759,0.32683012848772436,0.323665434906327,0.3300180601172128,0.009682992189369823,0.00975409349266335,0.2980850055735774,0.30393556024260404,Respiratory conditions
43432,0.32128607551927824,220,124759,0.34812718922081776,0.3448607692488476,0.3514168460338801,0.009382834989938804,0.009449583126285875,0.3182715012881158,0.3243220949972158,Respiratory conditions
46179,0.34174596317383577,225,124759,0.37014564079545365,0.36677726991849147,0.3735372473767777,0.009100123048115473,0.009162897539561388,0.3386360328577571,0.34487734641895634,Respiratory conditions
48849,0.3612226309702675,230,124759,0.3915469024278809,0.3880823060139558,0.39503473353447044,0.008848483776635795,0.008907824541485003,0.3580263583803734,0.36444033878736426,Respiratory conditions
51704,0.38257316850455475,235,124759,0.41443102301236784,0.4108664002678475,0.4180188794556345,0.00860124495171775,0.008657306630154408,0.3792825629702923,0.3858852217327684,Respiratory conditions
54632,0.4038549106139416,240,124759,0.4379002717238836,0.434235894132339,0.44158788207685074,0.008368064210417303,0.00842111912479542,0.4004754267902318,0.40725582092535517,Respiratory conditions
57592,0.42563126224718795,245,124759,0.4616260149568368,0.4578634742120722,0.4654117875890481,0.00815062544756371,0.008200951656862934,0.42216210124983733,0.4291218436525267,Respiratory conditions
60455,0.44690108536647777,250,124759,0.484574259171683,0.4807191447184697,0.48845260472880697,0.007955673212611649,0.008003614479550551,0.4433456863729406,0.45047790936424376,Respiratory conditions
63509,0.46909400682743585,255,124759,0.5090534550613584,0.5051019763417367,0.5130281641081732,0.007762404282562742,0.007808038639745137,0.465452709499914,0.4727567109584173,Respiratory conditions
66688,0.4928100687410182,260,124759,0.5345345826753982,0.5304852261548735,0.5386071687719511,0.007575480898274739,0.0076189384719866525,0.4890767954787931,0.4965647583331315,Respiratory conditions
69697,0.5148206128148638,265,124759,0.5586530831443022,0.5545132102643419,0.562816184937159,0.007410453830594847,0.0074520340412790554,0.5110055584325607,0.5186570735467123,Respiratory conditions
72715,0.5369286023936396,270,124759,0.5828437226973605,0.5786150050061838,0.587095668678091,0.007255319953703038,0.007295173328886205,0.5330330135909791,0.5408455896133378,Respiratory conditions
75654,0.5587902521536754,275,124759,0.6064011414006204,0.6020876597907628,0.6107378507292025,0.0071132478410159345,0.007151552054413173,0.5548154385989625,0.562786469729451,Respiratory conditions
78349,0.578499223986978,280,124759,0.6280027893779206,0.6236130169086445,0.6324157890709601,0.006990052502194385,0.007027038363015565,0.5744554840388303,0.5825643602269092,Respiratory conditions
80907,0.5974086947995034,285,124759,0.6485063201853173,0.6440453397910032,0.652990527356652,0.006878854153710197,0.006914669960430422,0.5932992075178193,0.6015395787555335,Respiratory conditions
83800,0.6194243077573858,290,124759,0.671695028014011,0.6671548575318198,0.676258424792824,0.0067592736179916115,0.006793852252123299,0.6152374493756185,0.6236325849856632,Respiratory conditions
86903,0.6423405340696862,295,124759,0.6965669811396372,0.6919433770940361,0.7012138109934833,0.006637702002521804,0.006671045254317901,0.6380768690203908,0.6466256168411477,Respiratory conditions
89981,0.6650243971665104,300,124759,0.7212385479203905,0.7165336416522178,0.7259666795375356,0.006523370501672204,0.00655557253668437,0.660686196631142,0.6693840128408003,Respiratory conditions
93076,0.688184764735649,305,124759,0.7460463774156574,0.7412611102781321,0.7508548694635047,0.006414168451700898,0.006445299103929893,0.6837706317287404,0.6926203213831379,Respiratory conditions
96354,0.7126767434783924,310,124759,0.772321034955394,0.7674520992304281,0.7772131951493314,0.006304289932032005,0.006334360936084056,0.7081838226596882,0.7171910952023375,Respiratory conditions
99678,0.7372099977336553,315,124759,0.7989644033696968,0.7940120659768306,0.8039399648064044,0.006198445602806928,0.006227513285601712,0.7326404416648578,0.74180098278882,Respiratory conditions
