BIRTH_YEAR,NOBS,NRX,AGE_DAYS_ROUNDED,NMEMB,rawmean,rawlwr,rawupr,proplwr,propupr,lwr,upr
2008,6730,0.2777542777644021,165,124759,0.05394400403978871,0.052662817930383896,0.05524848490970498,0.02375029685337821,0.02418212910102283,0.27115753121520186,0.2844709675676622
2008,7211,0.2979821448962997,170,124759,0.057799437315143594,0.056472989658967215,0.05914917649433473,0.022949144797796257,0.02335211624694315,0.2911437095059166,0.30494065858343156
2008,7727,0.319401536809759,175,124759,0.06193541147332056,0.06056205715349021,0.0633320541845517,0.022173975875205726,0.022549986800891247,0.3123191348380358,0.32660403724900344
2008,8218,0.34044498694345726,180,124759,0.06587099928662461,0.06445444467581359,0.06731083958685563,0.021504981344630438,0.021858485764969775,0.33312372385036526,0.34788659884431616
2008,8797,0.36653014611060675,185,124759,0.07051194703388132,0.06904607605026093,0.07200110081577529,0.020788973291519377,0.021119169793714927,0.35891036069257665,0.3742709585008318
2008,9389,0.39189592926866534,190,124759,0.07525709568047195,0.07374245208337973,0.07679501940053272,0.020126256313731827,0.02043559754937286,0.3840085313478961,0.3999045567604373
2008,9953,0.4157804150812232,195,124759,0.07977781162080491,0.07821811336488879,0.08136078767605645,0.019550526947637818,0.01984230982388494,0.4076516888718777,0.4240304588959683
2008,10563,0.4401258547249997,200,124759,0.08466723843570403,0.08306022544689018,0.08629752692306066,0.01898034019420882,0.019255245800825965,0.43177211627405226,0.4486005862410282
2008,11184,0.46489427104658637,205,124759,0.08964483524234725,0.0879910378722494,0.09132190596465958,0.018448328513594098,0.018707945837353804,0.45631774881023107,0.473591487889422
2008,11798,0.49026242583034874,210,124759,0.09456632387242604,0.09286753010733373,0.0962883890363142,0.017964045714456,0.01821013119016131,0.48145532920065226,0.4991901689223261
2008,12410,0.5143659594008492,215,124759,0.099471781594915,0.0977292888794584,0.10123754390809409,0.01751745758965748,0.017751389236898413,0.5053555755214814,0.5234966697563843
2008,13087,0.5435577724885932,220,124759,0.10489824381407353,0.10310864831352053,0.10671110706894595,0.01706029992003458,0.0172821125402787,0.5342845138660718,0.5529515990848842
2008,13784,0.572984274809701,225,124759,0.1104850151091304,0.10864818161707991,0.11234511460124746,0.016625182068683075,0.016835762662291948,0.5634583069184974,0.5826309020696226
2008,14468,0.6007389387583656,230,124759,0.11596758550485335,0.11408554277150362,0.11787289264139594,0.016229041289050235,0.016429652546856317,0.5909895217173159,0.6106088707935328
2008,15154,0.6295664366058552,235,124759,0.12146618680816615,0.11953986385050647,0.12341577267724886,0.01585892344428298,0.016050441034769044,0.6195821906846329,0.6396712555740671
2008,15939,0.6623375174496665,240,124759,0.12775831803717566,0.12578253707403242,0.1297573603241939,0.015464988843766094,0.01564706171567286,0.6520944751314997,0.672701153461807
2008,16652,0.6913145338353068,245,124759,0.13347333659295121,0.13145367930870783,0.13551625385745628,0.0151315411437017,0.015305808011193071,0.680853879523339,0.7018956613655375
2008,17354,0.7202601204153403,250,124759,0.13910018515698266,0.13703823707174004,0.1411853919812882,0.014823474770472791,0.014990683311832183,0.7095833626921858,0.7310573117826288
2008,18127,0.7507832044457114,255,124759,0.14529613094045318,0.14318859274067672,0.14742692659679543,0.014505122649413144,0.014665191994792447,0.739893001982107,0.7617935842853734
2008,18903,0.783362921947809,260,124759,0.15151612308530849,0.14936378550962692,0.15369171690998687,0.014205336909720997,0.01435882716886476,0.7722349877189569,0.7946110947545545
2008,19623,0.8127016471580426,265,124759,0.15728724981764844,0.15509416129788295,0.15950359353062477,0.013943205964298159,0.014091057702044208,0.8013699807041936,0.8241534729626929
2008,20407,0.8456695948183504,270,124759,0.16357136559286303,0.1613347452159075,0.1658312400775085,0.013673666957837841,0.013815831863080446,0.8341061904224346,0.85735322375208
2008,21230,0.8797236526303183,275,124759,0.1701680840660794,0.16788665684447054,0.17247276432114092,0.013406904321276397,0.013543551763599697,0.8679292817903398,0.89163823545738
2008,22113,0.916369631082563,280,124759,0.17724572976699077,0.17491718456019867,0.1795975269219964,0.013137383957589446,0.013268568772276404,0.9043309313919567,0.9285285445534075
2008,22936,0.9512603313252546,285,124759,0.18384244824020712,0.18147082674563472,0.18623732072841964,0.012900293252587992,0.013026765641650923,0.9389887940916047,0.9636521767256279
2008,23710,0.9839929570721746,290,124759,0.19004640947747256,0.18763497620811256,0.19248109288844253,0.012688654713289073,0.01281099399701404,0.9715074101995775,0.9965988849383304
2008,24527,1.017805221786659,295,124759,0.19659503522791943,0.19414227720554703,0.1990710425366306,0.012476195136509126,0.012594454920189867,1.0051068852286908,1.030623923769985
2008,25303,1.0495223773289204,300,124759,0.2028150273727747,0.20032365113733774,0.20532965212084012,0.012283982443065262,0.012398611585341354,1.0366300628722078,1.0625349976355458
2008,26085,1.0831448813477096,305,124759,0.2090831122403995,0.20655341374154387,0.21163605850736383,0.012099009201408025,0.012210198325482233,1.0700399014618256,1.096370295164196
2008,26895,1.117276218124633,310,124759,0.21557562981428194,0.21300683783180918,0.21816766882816221,0.011915966497167453,0.012023803507443368,1.103962792141378,1.130710127834903
2008,27742,1.1520320650592377,315,124759,0.2223647191785763,0.21975567258534098,0.22499701206762074,0.011733185924787181,0.01183772722025427,1.1385150586485813,1.1656695063943951
2008,28455,1.182322074733156,320,124759,0.22807973773435183,0.22543727900353738,0.23074544216737194,0.011585679451684417,0.01168759864203676,1.1686240701666473,1.1961405806082572
2008,29196,1.2126830695258377,325,124759,0.23401918899638502,0.23134244667669213,0.2367191764245454,0.011438131766768243,0.01153746169166534,1.1988122407852722,1.2266743539846232
2008,29956,1.243377280756452,330,124759,0.24011093388052165,0.2373994779069908,0.2428456343765764,0.011292513546592808,0.011389320977009471,1.2293364259699842,1.2575385037025084
2008,30716,1.2751956430515174,335,124759,0.24620267876465826,0.24345694676905422,0.2489716547187146,0.011152323806471059,0.01124673365842281,1.260974248323606,1.289537428811299
2008,31471,1.3059017805586355,340,124759,0.2522543463798203,0.2494749812315256,0.2550569549465511,0.011018106082936685,0.011110248869650455,1.2915132162065446,1.3204106743399615
2008,32231,1.339642949538332,345,124759,0.2583460912639569,0.2555332752635613,0.2611821501584641,0.010887782302545923,0.010977750352760367,1.325057208740618,1.3543492154001993
2008,33036,1.3729384009574657,350,124759,0.2647985315688648,0.26195071140650705,0.26766959408980545,0.010754667503196185,0.01084244124742813,1.3581729049527982,1.387824404906185
2008,33768,1.403607350406918,355,124759,0.27066584374674374,0.2677865621361914,0.2735683672456236,0.010637772282957227,0.010723641589574565,1.3886760950386043,1.418659132565174
2008,34515,1.4348103430438248,360,124759,0.2766533877315464,0.27374234958512184,0.27958766730190593,0.010522329656954458,0.010606338835824528,1.4197127956191098,1.4500284277072932
2008,35236,1.4650785882214556,365,124759,0.2824325299176813,0.27949116486265607,0.28539713596248434,0.010414398992504636,0.010496687636042154,1.449820675248342,1.48045706052427
2008,36135,1.5042833952393357,370,124759,0.2896384228793113,0.28665967520858454,0.29264041101677485,0.010284366421812628,0.010364606006415256,1.488812793600446,1.5198746999529842
2008,36943,1.5410240473072885,375,124759,0.29611490954560393,0.2931029581415027,0.2991501009627219,0.01017156281905267,0.010250045908784278,1.5253494244044317,1.5568196145387287
2008,37821,1.5770973018893333,380,124759,0.3031524779775407,0.3001048553535166,0.30622334013812436,0.010053101476709249,0.010129761039958158,1.5612425826747955,1.593072920694235
2008,38595,1.6084718654475025,385,124759,0.30935643921480616,0.3062777125665692,0.3124584049931312,0.009952036738110957,0.010027157625030588,1.592464294350351,1.6246002663777717
2008,39309,1.6396097914736223,390,124759,0.31507947322437657,0.31197232912801554,0.3182098560865544,0.009861461505454389,0.009935216757038902,1.6234408426310392,1.6558996701488762
2008,40057,1.6698883730492282,395,124759,0.3210750326629742,0.31793839336709456,0.3242349103535429,0.009769178468548552,0.009841555303633804,1.6535749355103562,1.6863226718234872
2008,40841,1.7027957773222062,400,124759,0.3273591484381888,0.3241918884915999,0.33054964640146817,0.009675183851435669,0.009746170157458673,1.6863209151151655,1.7193915147113905
2008,41570,1.73327680681651,405,124759,0.33320241425468305,0.3300069444232275,0.33642112176098193,0.00959017610542618,0.009659916521008944,1.716654376999689,1.7500201160781585
2008,42346,1.7653344641904658,410,124759,0.3394224063995383,0.33619717840706737,0.342670871712705,0.0095021069076815165,0.009570568271037723,1.7485600673839132,1.7822297182012166
2008,43075,1.7954176943822349,415,124759,0.3452656722160325,0.3420127358360015,0.34854184559281376,0.009421545904498814,0.00948884769155784,1.7785020841568633,1.8124541394269558
2008,43795,1.8275183322312827,420,124759,0.3510367989483725,0.34775672547071074,0.35434010911080704,0.009343959059244223,0.009410153500517741,1.8104420757548954,1.8447155602625893
2008,44477,1.8560305800564791,425,124759,0.35650333843650556,0.35319776507511474,0.35983214819416814,0.009272208714476165,0.00933738733629127,1.8388210771377451,1.873361056490468
2008,45143,1.885326721167129,430,124759,0.36184163066392006,0.3585113436570265,0.36519515379168294,0.009203714345369818,0.00926793061818154,1.8679747125778141,1.9027997984115097
2008,45868,1.9157396671252187,435,124759,0.3676528346652346,0.36429585102167716,0.37103305413670373,0.009130852062147442,0.009194052521169897,1.8982473316351107,1.9333530782416566
2008,46572,1.945461222352866,440,124759,0.37329571413685586,0.36991300830761725,0.3767016555161033,0.009061732297302661,0.009123976649779496,1.9278319735611211,1.963211565118665
2008,47271,1.9755732890779178,445,124759,0.37889851633950256,0.3754904626523805,0.38232980530686667,0.008994634552932233,0.00905595778129041,1.9578037293101276,1.9934639973776525
2008,47939,2.004112052270025,450,124759,0.38425283947450684,0.38082073663036603,0.3877081773466177,0.008931886746326848,0.008992354817302865,1.9862115503922004,2.02213373893767
2008,48640,2.0341585273554155,455,124759,0.38987167258474337,0.38641451202243615,0.393352067915892,0.008867432043439266,0.008927027983527392,2.016120764848509,2.0523175174520483
2008,49460,2.0701828137743847,460,124759,0.396444344696575,0.39295810073777643,0.3999538231281134,0.008793779014471372,0.00885238616337031,2.0519780835904964,2.088508871470688
2008,50255,2.102733387231543,465,124759,0.4028166304635337,0.39930241909131053,0.40635407602836665,0.008724097036855883,0.00878177636499834,2.0843889371186983,2.121199121593426
2008,51003,2.133105003439362,470,124759,0.4088121899021313,0.4052718658259079,0.4123757479133961,0.00866002571271406,0.008716858497095931,2.114632259261658,2.1516989779137905
2008,51710,2.165269086381344,475,124759,0.41447911573513735,0.41091428572678435,0.4180671794402349,0.008600746993078948,0.00865680216175338,2.146646154797443,2.184013392489108
2008,52402,2.1940598014377977,480,124759,0.4200258097612196,0.4164371554590902,0.42363769753153657,0.008543889967546315,0.008599204349776216,2.1753139959120964,2.2129269700259906
2008,53095,2.2223146258859754,485,124759,0.42558051924109686,0.42196816335065795,0.42921610837532675,0.008488066833699346,0.00854265872111099,2.203451470815948,2.2412991013058527
2008,53787,2.251638162189926,490,124759,0.4311272132671791,0.4274913438375438,0.4347863157208725,0.008433402758508107,0.008487291780919797,2.2326491907017516,2.270748472257486
2008,54433,2.2788854155628515,495,124759,0.43630519641869525,0.43264751262295226,0.4399861130371614,0.008383314766283324,0.008436563783058399,2.2597808018078958,2.298111377725529
2008,55094,2.306992398363604,500,124759,0.4416034113771351,0.43792354026675184,0.4453065151079067,0.00833297709115884,0.008385586785263976,2.2877682835585627,2.3263378833330264
2008,55768,2.3346101057905355,505,124759,0.4470058272349089,0.4433034690767925,0.4507314178108133,0.008282572468950656,0.008334545880419857,2.3152735284025807,2.3540680208301388
2008,56427,2.3615005000272284,510,124759,0.45228801128575896,0.4485637975433652,0.4560354572513679,0.008234164181815563,0.008285530175685505,2.3420555171945647,2.3810667836801005
2008,57081,2.3897988784012028,515,124759,0.4575301180676344,0.45378434038140203,0.46129912778732507,0.008186953248132693,0.008237730306387244,2.370233706711292,2.4094853970479786
2008,57681,2.416246423955999,520,124759,0.4623393903445844,0.4585739376216952,0.4661280749296881,0.008144347640556389,0.008194596143495367,2.39656767309405,2.4360465875834834
2008,58347,2.4434744771987957,525,124759,0.4676776825719988,0.4638905100163218,0.4714880868029104,0.008097826124285877,0.008147500667460108,2.4236876457433096,2.4633826871326945
2008,59034,2.4728170201728603,530,124759,0.4731842993291065,0.46937485157664494,0.4770169785672507,0.008050663891136492,0.008099759953105605,2.452909201479167,2.4928462444442143
2008,59705,2.5005867827059665,535,124759,0.47856266882549553,0.4747315894349519,0.48241697951975043,0.008005387047731858,0.008053930958957331,2.4805686176639625,2.5207263360107617
2008,60331,2.527989797309367,540,124759,0.48358034290111335,0.4797291919152032,0.4874547250237107,0.007963828642839755,0.00801186851259088,2.507857319752748,2.5482437191665808
2008,60963,2.5568709783105503,545,124759,0.4886461096995006,0.48477480009688007,0.492540650272799,0.007922522098868784,0.007970063602252669,2.5366141114809286,2.5772494026304393
2008,61684,2.58843710352142,550,124759,0.4944252518856355,0.4905310720545253,0.49834266250115933,0.007876175046194827,0.007923160478927029,2.56805011979802,2.6089457060822294
2008,62396,2.618010401059372,555,124759,0.5001322549876162,0.496215621208681,0.5040721193702021,0.007831196128376327,0.00787764504947503,2.597508248142547,2.638634157734751
2008,63089,2.647295611784681,560,124759,0.5056869644674933,0.5017485986335147,0.5096485607321293,0.0077881498055339315,0.007834088167187968,2.626678076980569,2.668034759012012
2008,63789,2.676556680486592,565,124759,0.511297782123935,0.5073375855559905,0.5152812089506649,0.007745381862392897,0.007790815775070905,2.655825726919885,2.6974092404957983
2008,64459,2.704079412448764,570,124759,0.5166681361665291,0.5126871563810023,0.5206723460489636,0.007705100250741383,0.007750061600748571,2.6832442094898807,2.725036194468558
2008,65136,2.733184242773032,575,124759,0.5220945983856876,0.5180927276678675,0.526119699039389,0.007665029920236394,0.00770952364982708,2.712234303774658,2.7542557913320254
2008,65760,2.7592331826144454,580,124759,0.5270962415537156,0.5230752113247313,0.5311405015723677,0.007628645230198402,0.0076727164791213125,2.7381839715568885,2.7804039965244294
2008,66407,2.786259254394305,585,124759,0.5322822401590266,0.5282414399674087,0.5363462699908905,0.007591461609560099,0.007635103193842709,2.7651074742302892,2.8075326313264046
2008,67013,2.8115570806175634,590,124759,0.537139605158746,0.533080374979081,0.5412220648406704,0.00755712321467222,0.007600369890277975,2.7903097973342526,2.832925954397887
2008,67597,2.836143144491864,595,124759,0.5418206301749774,0.5377437177675907,0.545920771953405,0.0075244687638972175,0.0075673415704078,2.8148026739911938,2.8576052084088044
2008,68203,2.8627868488075676,600,124759,0.5466779951746968,0.5425828149950862,0.5507964045909719,0.007491028019706513,0.00753351964525109,2.8413416323087026,2.884353709773226
2008,68851,2.891283270394087,605,124759,0.5518720092338028,0.5477573847626401,0.5560098627999069,0.007455758585899658,0.007497850039267294,2.8697265603265785,2.9129616787765444
2008,69492,2.9192180663577436,610,124759,0.5570099151163443,0.552876146218823,0.5611669129705694,0.007421356039340772,0.007463058989455853,2.8975535097308267,2.9410043629900566
2008,70071,2.9447392387024522,615,124759,0.561650862863601,0.5574998770206682,0.5658250775400042,0.007390687199818142,0.007432045337063684,2.922975592104172,2.966624674230319
2008,70655,2.9693055905614405,620,124759,0.5663318878798324,0.5621636083194765,0.5705233961508978,0.007360135725290935,0.007401151799445878,2.9474510984050433,2.991281871976129
2008,71259,2.994326979674465,625,124759,0.571173221971962,0.5669871314632282,0.5753825410660308,0.0073289334088201385,0.007369601606210247,2.9723817566361976,3.0163939765933927
2008,71871,3.0210093586719773,630,124759,0.5760786796944509,0.5718746191550592,0.5803059686937577,0.007297719369898429,0.007338041049442988,2.9989628801585524,3.0431776493566636
2008,72460,3.0457090812842393,635,124759,0.5807997819796568,0.5765784988637392,0.585044293436286,0.007268052170283655,0.0073080458848689,3.023572708785959,3.0679672630022266
2008,73095,3.071931169925748,640,124759,0.5858895951394288,0.5816498226189855,0.5901525958736876,0.00723647007152331,0.007276116131136074,3.0497012319528007,3.0942828978649843
2008,73718,3.0980800706777174,645,124759,0.5908832228536619,0.5866253882227821,0.5951642855754552,0.007205881748201715,0.007245192546029593,3.075755672041953,3.1205262573127945
2008,74332,3.125013940468262,650,124759,0.5958047114837407,0.5915291501967199,0.6001035007420629,0.007176111911524315,0.007215097792054769,3.1025884907063883,3.147561221650275
2008,74893,3.149058185828176,655,124759,0.6003013810626888,0.5960096871687487,0.6046163028199314,0.007149232084628425,0.007187925754233724,3.1265448380096914,3.171693382263671
2008,75505,3.1747450958908683,660,124759,0.6052068387851778,0.6008976144436785,0.6095392908735372,0.0071202505744137196,0.007158630423039966,3.1521401152982342,3.1974719227197097
2008,76109,3.2008476599457865,665,124759,0.6100481728773075,0.6057217167671026,0.6143978566208315,0.0070919909321243285,0.007130066012670057,3.1781472773663397,3.2236699150577004
2008,76691,3.22556116700965,670,124759,0.6147131669859489,0.6103701713215063,0.6190793901755764,0.007065076685663218,0.0071028626424840206,3.2027723300104296,3.24847188492385
2008,77265,3.2491333453796076,675,124759,0.6193140374642311,0.6149547909513747,0.6236965113968229,0.007038830462660267,0.007076335538163783,3.2262632466109045,3.27212530313975
2008,77847,3.2738558957438455,680,124759,0.6239790315728725,0.6196033692337124,0.6283779212260417,0.00701251503296561,0.007049739543460165,3.250897932059179,3.296935727111661
2008,78348,3.2944681302383394,685,124759,0.6279947739241257,0.623605029517672,0.6324077455545214,0.006990097033807555,0.0070270833669849025,3.271439478333187,3.317618632439399
2008,78921,3.3191496833884493,690,124759,0.632587628948613,0.6281818337869518,0.637016651232258,0.006964719131456601,0.007001436766960296,3.296032738088386,3.34238850001677
2008,79527,3.3453686432886167,695,124759,0.6374449939483324,0.6330222869130274,0.6418909279989922,0.006938178317019595,0.006974615994898064,3.3221578791053146,3.368701304936928
2008,80071,3.370481986958692,700,124759,0.641805400812767,0.6373675669625717,0.6462664615836299,0.006914609700347479,0.0069507996741901105,3.347176419516821,3.393909532055508
2008,80595,3.3921533128731487,705,124759,0.6460054986013033,0.6415531425798225,0.6504810814531532,0.006892133319485293,0.006928087859221316,3.3687741400006934,3.4156544490566825
2008,81169,3.4174765357587784,710,124759,0.6506063690795855,0.6461381592602929,0.6550978056313371,0.0068677621856264815,0.006903462316401401,3.3940061196362286,3.441068956240575
2008,81740,3.4421121129684127,715,124759,0.6551831931964828,0.650699267960131,0.6596903450689204,0.006843773288010896,0.0068792238861444905,3.418555078035341,3.465791172834732
2008,82261,3.4645511441501613,720,124759,0.6593592446236344,0.6548610279241063,0.6638806878721905,0.006822103028366132,0.006857328968121076,3.440915619297725,3.488308711072479
2008,82821,3.4894533024122203,725,124759,0.6638478987487877,0.6593343711584494,0.6683846527954965,0.006799038753975627,0.006834026371492104,3.4657283741789313,3.5133003183029956
2008,83336,3.5121768794739343,730,124759,0.6679758574531697,0.6634482949378715,0.6725266463404523,0.0067780331650917425,0.006812804439719904,3.488371228103192,3.536104653711496
2008,83991,3.5396499639130137,735,124759,0.6732259796888401,0.6686806294331719,0.6777945562102896,0.00675159662995937,0.0067860965846283094,3.515751675145423,3.5636703704439037
2008,84511,3.562055678488935,740,124759,0.6773940156621967,0.6728345931744192,0.6819766643323218,0.006730827823036477,0.00676511537475764,3.5380800950209563,3.586153396125223
2008,85023,3.5859577721868146,745,124759,0.681497928005194,0.6769246920181776,0.6860943900931568,0.006710564770758286,0.006744645726828511,3.561893970291351,3.610143786951582
2008,85552,3.6085150866658164,750,124759,0.6857381030627049,0.6811506385416258,0.6903487936013947,0.006689820064817909,0.006723690164068628,3.584374770034841,3.6327776240609246
2008,86035,3.628841971422551,755,124759,0.6896095672456496,0.6850091498243098,0.6942332106091832,0.006671046400522202,0.0067047262438669,3.6046337982510286,3.6531723634231934
2008,86552,3.6523082472723853,760,124759,0.6937535568576215,0.6891393149615535,0.6983910246158578,0.00665112538949483,0.0066846039380926755,3.6280162871586907,3.6767224813652306
2008,87072,3.6733161774058782,765,124759,0.6979215928309781,0.6932934878271919,0.7025729236171627,0.006631267826251389,0.0066645463243477565,3.6489574340229978,3.697797163234176
2008,87571,3.694285400372229,770,124759,0.7019213042746415,0.6972799348882429,0.7065858993675586,0.006612378564567051,0.0066454673259097085,3.6698573867794146,3.718835653292988
2008,88092,3.716321011930871,775,124759,0.7060973557017931,0.7014421773960192,0.7107757596355491,0.006592827841915776,0.006625720796116102,3.691819947293917,3.7409443173446646
2008,88613,3.73911517065707,780,124759,0.7102734071289446,0.7056044606787041,0.7149655791293242,0.006573449608810861,0.006606149059340762,3.714536285501216,3.763816322824473
2008,89172,3.7624348378783274,785,124759,0.714754045800303,0.7100703719385434,0.7194609451294408,0.006552846939838367,0.006585341288789134,3.737780178264595,3.7872117553625864
2008,89678,3.7859254157957767,790,124759,0.7188098654205308,0.7141129002388291,0.7235300559953644,0.006534363825062147,0.0065666747242986686,3.7611868017144174,3.8107863565317626
2008,90198,3.8085204255907885,795,124759,0.7229779013938874,0.7182673161585652,0.7277117119466927,0.0065155314239069805,0.006547655943118885,3.78370589107926,3.8334573069898976
2008,90728,3.83101041662561,800,124759,0.7272260919051932,0.7225016650323207,0.7319737440191153,0.006496503529590572,0.006528440283934534,3.8061222439321036,3.8560209393576814
2008,91222,3.851764962540452,805,124759,0.731185726079882,0.7264484341135647,0.7359462432166074,0.0064789174587903215,0.006510681167489507,3.826809695277492,3.8768425761436602
2008,91690,3.872470193324443,810,124759,0.734936958455903,0.7301875106003836,0.7397096314154343,0.006462388101284231,0.006493989592738227,3.847444788024525,3.897617974458081
2008,92197,3.8935122646579794,815,124759,0.7390007935299256,0.7342382117509869,0.7437866003415183,0.0064446233625673035,0.006476050977878802,3.868420044554722,3.9187268485669007
2008,92678,3.912945482104921,820,124759,0.7428562268052806,0.7380812179785186,0.7476544605975393,0.006427904424113699,0.006459168839297295,3.887793442529183,3.9382198576328022
2008,93215,3.935003253452425,825,124759,0.7471605254931508,0.7423716808484817,0.7519725950289555,0.006409391932889272,0.006440476138147933,3.909782275343854,3.9603465480098197
2008,93660,3.9537543322663713,830,124759,0.7507274024318887,0.7459271225196522,0.7555509071741248,0.006394171701587837,0.006425108137269108,3.9284733481999634,3.979157631399379
2008,94173,3.97665994353974,835,124759,0.7548393302286809,0.7500259012949473,0.7596759839224739,0.006376759584420907,0.00640752740364995,3.9513017391307903,4.002140501102968
2008,94659,3.996357826495415,840,124759,0.7587348407730103,0.753908987867874,0.7635839183724721,0.006360394495947654,0.006391004259829989,3.9709394141719363,4.021898566388352
